name,sgnum,numpeaks
4306339_0050,14,35
4306343_0050,2,98
4306346_0050,2,85
4306352_0050,60,7
4306353_0050,2,26
4306357_0050,15,28
4306374_0050,14,101
4306386_0050,2,17
4306387_0050,2,42
4306388_0050,15,50
4306390_0050,15,29
4306392_0050,2,27
4306415_0050,14,65
4306419_0050,2,49
4306423_0050,2,22
4306431_0050,14,25
4306433_0050,14,14
4306434_0050,14,30
4306436_0050,4,61
4306438_0050,61,31
4306441_0050,2,42
4306450_0050,14,23
4306456_0050,2,67
4306465_0050,14,48
4306470_0050,2,98
4306488_0050,33,70
4306500_0050,14,23
4306505_0050,19,47
4306519_0050,2,35
4306532_0050,2,80
4306534_0050,14,26
4306538_0050,14,78
4306549_0050,19,37
4306553_0050,2,60
4306556_0050,2,102
4306557_0050,61,69
4306559_0050,33,47
4306561_0050,14,52
4306579_0050,14,22
4306587_0050,14,109
4306590_0050,14,44
4306619_0050,14,33
4306624_0050,15,47
4306628_0050,62,8
4306629_0050,14,52
4306631_0050,4,131
4306633_0050,14,30
4306644_0050,4,29
4306650_0050,2,32
4306656_0050,2,83
4306657_0050,14,27
4306661_0050,2,8
4306663_0050,2,20
4306667_0050,20,64
4306671_0050,2,59
4306673_0050,14,42
4306674_0050,2,136
4306677_0050,15,3
4306679_0050,2,7
4306684_0050,19,12
4306687_0050,2,85
4306689_0050,62,27
4306691_0050,62,32
4306694_0050,2,25
4306699_0050,14,87
4306704_0050,2,44
4306705_0050,14,17
4306726_0050,4,96
4306732_0050,14,115
4306735_0050,2,77
4306736_0050,14,43
4306744_0050,15,28
4306745_0050,2,43
4306750_0050,14,59
4306751_0050,14,68
4306760_0050,15,41
4306761_0050,2,72
4306763_0050,61,49
4306772_0050,2,66
4306783_0050,33,36
4306788_0050,2,41
4306789_0050,14,45
4306800_0050,2,121
4306804_0050,14,33
4306838_0050,2,42
4306843_0050,19,104
4306850_0050,4,48
4306864_0050,4,36
4306870_0050,2,20
4306871_0050,14,26
4306883_0050,14,31
4306885_0050,61,42
4306886_0050,14,34
4306899_0050,29,46
4306909_0050,33,3
4306911_0050,4,69
4306914_0050,2,66
4306918_0050,2,95
4306919_0050,14,85
4306921_0050,2,80
4306923_0050,14,22
4306924_0050,2,71
4306927_0050,2,23
4306929_0050,2,33
4306950_0050,14,50
4306963_0050,62,28
4306966_0050,2,26
4306968_0050,4,109
4306989_0050,4,83
4306994_0050,2,82
4307017_0050,14,76
4307028_0050,14,42
4307029_0050,14,38
4307044_0050,14,85
4307045_0050,13,16
4307047_0050,2,126
4307060_0050,13,55
4307063_0050,14,33
4307065_0050,33,54
4307066_0050,9,21
4307076_0050,2,44
4307093_0050,13,73
4307094_0050,15,80
4307130_0050,14,44
4307139_0050,14,36
4307157_0050,14,35
4307168_0050,2,116
4307205_0050,14,42
4307211_0050,2,45
4307216_0050,70,20
4307225_0050,4,36
4307238_0050,14,104
4307239_0050,15,37
4307242_0050,2,70
4307244_0050,15,35
4307246_0050,62,24
4307256_0050,60,20
4307257_0050,2,36
4307258_0050,14,121
4307260_0050,14,49
4307264_0050,2,23
4307275_0050,14,74
4307280_0050,14,42
4307281_0050,14,62
4307283_0050,2,74
4307287_0050,8,37
4307288_0050,14,14
4307291_0050,2,38
4307302_0050,15,18
4307318_0050,2,52
4307321_0050,61,100
4307328_0050,4,70
4307330_0050,19,51
4307334_0050,60,24
4307335_0050,60,24
4307340_0050,4,26
4307341_0050,14,20
4307343_0050,55,12
4307355_0050,14,34
4307356_0050,2,99
4307359_0050,56,30
4307360_0050,14,52
4307370_0050,12,17
4307374_0050,2,38
4307381_0050,14,58
4307384_0050,15,55
4307393_0050,14,128
4307394_0050,14,47
4307395_0050,19,24
4307396_0050,2,30
4307428_0050,2,32
4307449_0050,18,23
4307450_0050,18,28
4307456_0050,2,75
4307462_0050,14,74
4307465_0050,2,86
4307467_0050,19,72
4307475_0050,14,134
4307481_0050,15,77
4307493_0050,14,76
4307494_0050,2,25
4307502_0050,14,67
4307508_0050,2,108
4307511_0050,2,21
4307522_0050,2,25
4307526_0050,2,66
4307532_0050,15,77
4307536_0050,61,28
4307543_0050,19,12
4307551_0050,1,17
4307555_0050,14,103
4307562_0050,23,10
4307576_0050,15,21
4307580_0050,2,18
4307611_0050,2,48
4307614_0050,14,48
4307618_0050,2,27
4307621_0050,14,35
4307624_0050,2,79
4307625_0050,29,40
4307629_0050,2,28
4307634_0050,2,58
4307645_0050,2,56
4307654_0050,52,14
4307664_0050,2,100
4307672_0050,14,46
4307681_0050,19,78
4307686_0050,14,118
4307690_0050,2,117
4307692_0050,2,97
4307703_0050,14,129
4307705_0050,14,64
4307713_0050,14,49
4307716_0050,33,4
4307732_0050,14,74
4307735_0050,2,29
4307736_0050,14,24
4307739_0050,15,31
4307740_0050,70,37
4307769_0050,14,91
4307773_0050,62,9
4307776_0050,14,24
4307782_0050,19,37
4307790_0050,2,83
4307792_0050,15,44
4307793_0050,15,52
4307794_0050,15,28
4307795_0050,2,55
4307810_0050,14,80
4307815_0050,14,22
4307826_0050,2,118
4307828_0050,2,37
4307850_0050,61,53
4307872_0050,14,101
4307883_0050,14,31
4307886_0050,14,40
4307888_0050,19,72
4307893_0050,14,18
4307906_0050,2,71
4307907_0050,14,39
4307909_0050,2,108
4307914_0050,61,14
4307916_0050,14,17
4307918_0050,62,11
4307926_0050,2,55
4307929_0050,2,40
4307930_0050,14,24
4307931_0050,2,25
4307932_0050,14,46
4307939_0050,14,92
4307942_0050,2,106
4307944_0050,2,78
4307957_0050,2,30
4307958_0050,15,26
4307970_0050,2,52
4307981_0050,29,15
4307983_0050,2,82
4307985_0050,2,42
4307987_0050,2,74
4307988_0050,2,50
4308001_0050,2,86
4308016_0050,19,87
4308017_0050,70,54
4308020_0050,14,22
4308035_0050,2,80
4308037_0050,14,137
4308041_0050,2,136
4308043_0050,14,92
4308045_0050,14,44
4308049_0050,2,11
4308052_0050,5,85
4308053_0050,5,62
4308054_0050,2,76
4308055_0050,14,72
4308058_0050,14,68
4308064_0050,14,64
4308068_0050,2,84
4308086_0050,15,34
4308089_0050,2,48
4308101_0050,2,51
4308109_0050,14,22
4308110_0050,2,57
4308118_0050,2,18
4308120_0050,2,112
4308134_0050,14,46
4308137_0050,14,75
4308149_0050,14,47
4308150_0050,62,13
4308160_0050,14,99
4308162_0050,2,69
4308165_0050,14,90
4308176_0050,62,16
4308182_0050,2,87
4308196_0050,19,56
4308240_0050,14,14
4308245_0050,2,61
4308249_0050,14,69
4308259_0050,14,88
4308260_0050,2,130
4308271_0050,12,13
4308278_0050,2,53
4308280_0050,14,24
4308286_0050,2,81
4308294_0050,2,61
4308298_0050,5,42
4308308_0050,2,39
4308309_0050,14,83
4308313_0050,14,38
4308322_0050,14,25
4308323_0050,15,31
4308332_0050,60,27
4308343_0050,14,51
4308350_0050,2,69
4308354_0050,4,39
4308447_0050,2,77
4308450_0050,14,34
4308456_0050,2,73
4308469_0050,14,98
4308471_0050,2,76
4308479_0050,14,75
4308481_0050,2,120
4308487_0050,2,141
4308503_0050,9,47
4308513_0050,2,109
4308519_0050,2,94
4308530_0050,15,15
4308537_0050,2,93
4308546_0050,14,20
4308551_0050,14,89
4308553_0050,14,108
4308565_0050,2,20
4308573_0050,14,32
4308586_0050,62,24
4308595_0050,2,116
4308598_0050,2,18
4308602_0050,15,27
4308631_0050,2,41
4308637_0050,2,39
4308640_0050,14,64
4308641_0050,9,24
4308651_0050,14,53
4308653_0050,15,32
4308655_0050,2,49
4308672_0050,2,41
4308676_0050,14,35
4308680_0050,2,36
4308715_0050,2,141
4308720_0050,61,41
4308741_0050,2,22
4308746_0050,14,53
4308748_0050,14,39
4308752_0050,2,30
4308753_0050,14,114
4308765_0050,14,76
4308768_0050,2,88
4308772_0050,2,100
4308773_0050,2,92
4308788_0050,14,33
4308790_0050,2,39
4308803_0050,14,62
4308812_0050,2,15
4308813_0050,2,10
4308814_0050,2,71
4308823_0050,52,27
4308833_0050,15,61
4308845_0050,2,65
4308846_0050,14,56
4308848_0050,2,57
4308849_0050,2,42
4308850_0050,14,46
4308853_0050,14,99
4308855_0050,2,71
4308858_0050,2,96
4308865_0050,2,47
4308872_0050,14,20
4308876_0050,2,15
4308877_0050,2,109
4308885_0050,2,45
4308890_0050,15,37
4308900_0050,31,7
4308913_0050,12,32
4308914_0050,61,10
4308920_0050,33,31
4308926_0050,2,82
4308929_0050,2,74
4308938_0050,2,113
4308950_0050,14,95
4308953_0050,5,72
4308954_0050,14,32
4308955_0050,62,12
4308959_0050,15,84
4308980_0050,2,42
4308997_0050,56,24
4309008_0050,15,74
4309024_0050,19,80
4309030_0050,2,119
4309039_0050,2,75
4309044_0050,14,34
4309051_0050,29,28
4309057_0050,2,72
4309058_0050,2,113
4309066_0050,4,78
4309069_0050,4,62
4309077_0050,7,34
4309083_0050,4,34
4309089_0050,2,28
4309090_0050,13,53
4309096_0050,2,64
4309104_0050,19,119
4309107_0050,19,112
4309112_0050,19,40
4309114_0050,2,111
4309127_0050,15,20
4309129_0050,2,32
4309142_0050,15,66
4309151_0050,2,49
4309152_0050,15,40
4309158_0050,2,107
4309159_0050,2,49
4309168_0050,14,14
4309169_0050,14,33
4309172_0050,2,48
4309178_0050,2,22
4309181_0050,14,35
4309199_0050,14,89
4309205_0050,14,22
4309208_0050,2,50
4309212_0050,29,31
4309214_0050,60,43
4309216_0050,12,38
4309228_0050,14,55
4309241_0050,62,34
4309244_0050,19,38
4309250_0050,2,81
4309253_0050,14,45
4309257_0050,5,64
4309258_0050,4,63
4309259_0050,14,32
4309264_0050,61,9
4309269_0050,15,26
4309275_0050,61,17
4309276_0050,60,19
4309287_0050,27,24
4309314_0050,14,48
4309319_0050,14,46
4309322_0050,15,77
4309328_0050,14,43
4309338_0050,61,13
4309340_0050,19,53
4309350_0050,14,72
4309351_0050,14,70
4309353_0050,14,40
4309365_0050,2,48
4309368_0050,2,106
4309369_0050,15,73
4309370_0050,14,94
4309371_0050,14,88
4309373_0050,15,71
4309376_0050,4,114
4309377_0050,14,116
4309378_0050,14,66
4309379_0050,14,29
4309382_0050,2,46
4309391_0050,15,30
4309394_0050,15,33
4309404_0050,14,28
4309409_0050,29,21
4309412_0050,61,14
4309420_0050,2,78
4309422_0050,61,23
4309424_0050,15,22
4309430_0050,14,53
4309437_0050,14,69
4309444_0050,2,40
4309457_0050,2,79
4309463_0050,2,22
4309480_0050,2,99
4309481_0050,14,75
4309482_0050,2,88
4309491_0050,2,50
4309501_0050,2,68
4309513_0050,19,16
4309519_0050,14,39
4309526_0050,2,16
4309537_0050,13,33
4309543_0050,2,24
4309555_0050,61,6
4309556_0050,2,115
4309560_0050,2,122
4309562_0050,2,36
4309563_0050,2,91
4309564_0050,19,44
4309567_0050,19,47
4309570_0050,14,59
4309571_0050,2,59
4309583_0050,2,80
4309592_0050,14,29
4309595_0050,14,48
4309600_0050,33,46
4309601_0050,2,94
4309606_0050,14,68
4309616_0050,14,48
4309619_0050,14,24
4309625_0050,14,63
4309626_0050,11,79
4309627_0050,2,99
4309628_0050,14,86
4309639_0050,14,23
4309640_0050,14,32
4309651_0050,2,123
4309652_0050,2,110
4309660_0050,2,66
4309666_0050,2,83
4309671_0050,19,75
4309672_0050,2,28
4309686_0050,2,49
4309715_0050,13,77
4309716_0050,2,70
4309720_0050,2,66
4309725_0050,61,33
4309738_0050,2,87
4309751_0050,14,63
4309758_0050,9,28
4309773_0050,14,23
4309783_0050,14,77
4309787_0050,33,28
4309793_0050,2,67
4309797_0050,15,96
4309808_0050,14,41
4309811_0050,14,61
4309818_0050,2,36
4309849_0050,2,34
4309857_0050,14,32
4309869_0050,2,90
4309876_0050,29,23
4309883_0050,14,61
4309887_0050,14,92
4309890_0050,14,35
4309893_0050,14,108
4309908_0050,14,59
4309911_0050,15,103
4309912_0050,14,96
4309918_0050,19,29
4309919_0050,14,35
4309922_0050,14,37
4309923_0050,19,58
4309932_0050,14,9
4309937_0050,60,18
4309938_0050,2,53
4309954_0050,2,91
4309958_0050,2,44
4309975_0050,14,37
4309976_0050,2,92
4309977_0050,4,136
4309978_0050,2,56
4309983_0050,14,79
4309993_0050,4,44
4309994_0050,4,17
4309996_0050,14,91
4309998_0050,2,25
4310000_0050,14,35
4310002_0050,15,41
4310003_0050,2,69
4310005_0050,19,22
4310006_0050,4,32
4310017_0050,2,148
4310035_0050,2,70
4310040_0050,2,89
4310063_0050,14,100
4310080_0050,15,95
4310081_0050,15,88
4310082_0050,7,34
4310083_0050,14,11
4310084_0050,15,37
4310085_0050,2,25
4310090_0050,2,5
4310091_0050,14,36
4310116_0050,14,28
4310125_0050,14,32
4310134_0050,33,13
4310140_0050,9,22
4310149_0050,14,87
4310150_0050,2,56
4310152_0050,1,69
4310159_0050,2,33
4310160_0050,62,27
4310162_0050,15,15
4310171_0050,15,44
4310176_0050,11,35
4310187_0050,15,37
4310190_0050,4,72
4310192_0050,18,15
4310201_0050,14,69
4310202_0050,14,77
4310203_0050,2,67
4310204_0050,2,45
4310208_0050,2,70
4310215_0050,15,80
4310223_0050,15,33
4310229_0050,11,15
4310232_0050,2,84
4310240_0050,15,85
4310248_0050,14,64
4310253_0050,14,39
4310273_0050,62,9
4310275_0050,2,61
4310305_0050,2,27
4310316_0050,14,16
4310319_0050,61,15
4310324_0050,19,11
4310325_0050,19,25
4310327_0050,14,47
4310345_0050,4,74
4310348_0050,2,68
4310350_0050,14,58
4310359_0050,2,71
4310363_0050,2,103
4310365_0050,2,64
4310366_0050,2,56
4310367_0050,14,66
4310373_0050,14,52
4310375_0050,61,41
4310384_0050,55,27
4310398_0050,14,121
4310400_0050,14,81
4310411_0050,2,36
4310418_0050,2,45
4310431_0050,61,20
4310433_0050,14,92
4310436_0050,2,28
4310447_0050,2,39
4310459_0050,2,94
4310465_0050,61,24
4310471_0050,14,37
4310474_0050,14,24
4310476_0050,14,78
4310488_0050,14,18
4310494_0050,14,20
4310500_0050,15,35
4310506_0050,2,143
4310507_0050,2,42
4310518_0050,61,20
4310534_0050,2,95
4310536_0050,2,131
4310540_0050,15,62
4310541_0050,19,17
4310542_0050,15,39
4310552_0050,15,21
4310553_0050,14,33
4310554_0050,2,64
4310567_0050,2,27
4310576_0050,14,15
4310580_0050,14,19
4310594_0050,2,37
4310604_0050,61,35
4310610_0050,19,17
4310612_0050,14,28
4310619_0050,14,36
4310625_0050,14,17
4310627_0050,14,37
4310634_0050,14,63
4310652_0050,14,38
4310656_0050,19,58
4310658_0050,62,19
4310667_0050,2,42
4310671_0050,14,37
4310676_0050,2,72
4310677_0050,33,53
4310678_0050,7,74
4310687_0050,14,20
4310695_0050,14,16
4310696_0050,14,60
4310697_0050,19,37
4310700_0050,62,6
4310707_0050,14,58
4310711_0050,9,38
4310727_0050,14,59
4310732_0050,2,79
4310741_0050,14,32
4310744_0050,61,20
4310748_0050,14,51
4310766_0050,15,25
4310767_0050,2,42
4310768_0050,2,37
4310777_0050,14,88
4310791_0050,9,43
4310800_0050,4,41
4310805_0050,14,35
4310806_0050,2,10
4310811_0050,14,36
4310816_0050,14,26
4310818_0050,4,22
4310828_0050,52,13
4310830_0050,14,129
4310833_0050,14,23
4310834_0050,19,56
4310839_0050,14,33
4310848_0050,2,31
4310849_0050,15,9
4310853_0050,14,16
4310865_0050,2,70
4310871_0050,37,24
4310872_0050,62,35
4310873_0050,2,40
4310875_0050,62,3
4310876_0050,57,38
4310877_0050,7,25
4310883_0050,58,11
4310899_0050,14,65
4310901_0050,15,24
4310904_0050,14,98
4310909_0050,2,79
4310910_0050,19,37
4310938_0050,14,37
4310939_0050,19,27
4310941_0050,2,29
4310953_0050,2,59
4310955_0050,2,86
4310966_0050,15,30
4310970_0050,1,91
4310973_0050,4,121
4310990_0050,29,4
4311003_0050,2,15
4311006_0050,14,63
4311007_0050,14,74
4311008_0050,2,43
4311011_0050,14,93
4311018_0050,14,23
4311020_0050,2,50
4311028_0050,33,27
4311044_0050,14,56
4311045_0050,19,53
4311056_0050,4,45
4311064_0050,14,39
4311065_0050,2,78
4311066_0050,14,4
4311115_0050,14,64
4311123_0050,14,32
4311124_0050,61,22
4311125_0050,14,21
4311133_0050,14,134
4311134_0050,14,52
4311149_0050,7,28
4311150_0050,4,49
4311168_0050,14,22
4311169_0050,14,49
4311175_0050,11,47
4311177_0050,2,68
4311184_0050,14,99
4311187_0050,61,34
4311188_0050,2,120
4311189_0050,14,68
4311231_0050,14,11
4311236_0050,2,66
4311237_0050,33,30
4311240_0050,33,29
4311241_0050,14,32
4311243_0050,14,71
4311257_0050,2,106
4311269_0050,2,22
4311277_0050,2,45
4311280_0050,14,47
4311285_0050,2,24
4311286_0050,2,32
4311328_0050,2,55
4311340_0050,14,48
4311345_0050,2,103
4311349_0050,61,11
4311351_0050,14,35
4311356_0050,14,60
4311360_0050,15,18
4311364_0050,15,89
4311365_0050,14,18
4311367_0050,14,77
4311373_0050,19,15
4311387_0050,15,38
4311393_0050,52,44
4311397_0050,14,23
4311399_0050,65,22
4311407_0050,2,114
4311412_0050,5,36
4311413_0050,14,115
4311427_0050,14,26
4311430_0050,2,43
4311435_0050,2,16
4311438_0050,2,44
4311439_0050,4,36
4311442_0050,14,45
4311445_0050,2,94
4311450_0050,2,36
4311457_0050,61,27
4311463_0050,15,32
4311465_0050,14,35
4311467_0050,14,40
4311468_0050,20,26
4311469_0050,19,31
4311493_0050,14,32
4311500_0050,19,47
4311511_0050,2,27
4311522_0050,2,125
4311524_0050,15,20
4311525_0050,62,31
4311529_0050,2,101
4311536_0050,14,44
4311543_0050,15,18
4311552_0050,15,60
4311553_0050,61,24
4311557_0050,14,82
4311568_0050,14,14
4311575_0050,14,36
4311580_0050,2,101
4311588_0050,14,66
4311606_0050,2,77
4311608_0050,2,22
4311612_0050,14,101
4311615_0050,14,95
4311616_0050,15,38
4311617_0050,14,85
4311619_0050,7,44
4311625_0050,56,24
4311626_0050,14,53
4311633_0050,61,19
4311634_0050,14,120
4311640_0050,14,31
4311643_0050,2,84
4311644_0050,14,25
4311650_0050,2,35
4311652_0050,2,41
4311664_0050,14,15
4311671_0050,61,63
4311676_0050,2,57
4311681_0050,11,51
4311682_0050,19,74
4311690_0050,1,90
4311695_0050,52,12
4311701_0050,2,53
4311705_0050,14,77
4311721_0050,14,32
4311729_0050,12,11
4311745_0050,14,83
4311763_0050,14,55
4311765_0050,13,68
4311772_0050,14,26
4311775_0050,2,27
4311776_0050,2,34
4311780_0050,14,81
4311785_0050,14,29
4311786_0050,15,37
4311787_0050,2,43
4311792_0050,2,107
4311794_0050,2,106
4311795_0050,2,67
4311808_0050,14,46
4311810_0050,14,92
4311812_0050,29,11
4311816_0050,2,18
4311822_0050,2,67
4311828_0050,60,15
4311831_0050,15,29
4311832_0050,15,36
4311857_0050,2,94
4311872_0050,15,33
4311877_0050,14,43
4311886_0050,2,81
4311887_0050,4,66
4311890_0050,2,108
4311900_0050,60,8
4311902_0050,14,113
4311907_0050,15,42
4311908_0050,2,44
4311918_0050,9,61
4311919_0050,19,60
4311921_0050,14,39
4311926_0050,15,34
4311930_0050,2,40
4311931_0050,2,42
4311941_0050,19,57
4311954_0050,14,49
4311955_0050,2,31
4311959_0050,14,68
4311964_0050,14,51
4311965_0050,14,29
4311966_0050,2,52
4311976_0050,19,81
4311996_0050,2,52
4311997_0050,14,53
4311998_0050,2,120
4312004_0050,14,46
4312008_0050,2,45
4312013_0050,56,15
4312019_0050,2,111
4312053_0050,60,9
4312054_0050,14,38
4312061_0050,14,34
4312063_0050,29,29
4312068_0050,14,42
4312072_0050,33,33
4312074_0050,14,16
4312076_0050,2,58
4312078_0050,15,60
4312079_0050,2,106
4312085_0050,2,92
4312087_0050,14,49
4312090_0050,62,11
4312097_0050,2,78
4312104_0050,14,29
4312108_0050,14,90
4312111_0050,4,69
4312113_0050,19,44
4312116_0050,19,47
4312153_0050,19,39
4312168_0050,2,67
4312169_0050,14,56
4312177_0050,19,94
4312183_0050,4,28
4312194_0050,14,28
4312197_0050,2,118
4312201_0050,14,46
4312206_0050,14,89
4312212_0050,60,45
4312216_0050,19,39
4312219_0050,61,26
4312226_0050,2,30
4312233_0050,62,19
4312235_0050,15,37
4312240_0050,14,38
4312249_0050,14,39
4312275_0050,2,28
4312279_0050,14,101
4312284_0050,2,122
4312285_0050,4,49
4312289_0050,14,26
4312295_0050,19,78
4312308_0050,2,60
4312312_0050,14,48
4312317_0050,14,89
4312321_0050,2,52
4312323_0050,14,50
4312326_0050,14,95
4312332_0050,61,22
4312336_0050,14,65
4312344_0050,2,80
4312346_0050,15,56
4312353_0050,14,45
4312363_0050,2,109
4312365_0050,14,29
4312367_0050,2,30
4312369_0050,2,29
4312382_0050,14,36
4312383_0050,15,23
4312384_0050,14,32
4312387_0050,61,18
4312389_0050,4,72
4312390_0050,15,87
4312421_0050,62,23
4312433_0050,14,47
4312442_0050,2,86
4312445_0050,15,23
4312474_0050,14,46
4312475_0050,14,45
4312478_0050,2,61
4312480_0050,56,33
4312482_0050,15,60
4312483_0050,2,43
4312484_0050,60,17
4312486_0050,15,50
4312494_0050,33,17
4312504_0050,2,23
4312505_0050,61,35
4312509_0050,19,77
4312510_0050,14,63
4312511_0050,14,101
4312513_0050,71,19
4312516_0050,14,82
4312519_0050,2,110
4312525_0050,33,13
4312532_0050,14,35
4312533_0050,14,36
4312536_0050,13,47
4312538_0050,2,50
4312544_0050,2,49
4312545_0050,14,73
4312546_0050,14,113
4312549_0050,52,14
4312553_0050,2,47
4312560_0050,33,14
4312561_0050,2,53
4312565_0050,33,22
4312568_0050,62,19
4312584_0050,14,36
4312593_0050,15,47
4312606_0050,14,12
4312616_0050,14,28
4312622_0050,14,122
4312650_0050,19,75
4312655_0050,14,55
4312656_0050,11,49
4312665_0050,15,26
4312666_0050,15,31
4312670_0050,62,22
4312672_0050,15,56
4312679_0050,15,36
4312738_0050,14,74
4312745_0050,2,109
4312748_0050,4,112
4312757_0050,14,16
4312765_0050,2,104
4312770_0050,19,50
4312776_0050,14,95
4312782_0050,14,83
4312788_0050,2,12
4312790_0050,14,84
4312804_0050,2,64
4312811_0050,2,96
4312819_0050,14,55
4312828_0050,2,99
4312833_0050,2,15
4312835_0050,19,50
4312841_0050,60,7
4312848_0050,14,58
4312849_0050,2,24
4312859_0050,2,58
4312860_0050,2,72
4312871_0050,61,30
4312872_0050,33,17
4312898_0050,1,37
4312900_0050,33,41
4312909_0050,9,48
4312915_0050,2,55
4312920_0050,4,52
4312929_0050,15,19
4312934_0050,14,80
4312935_0050,14,46
4312948_0050,2,72
4312956_0050,14,35
4312960_0050,14,36
4312963_0050,14,22
4312964_0050,14,15
4312965_0050,2,30
4312967_0050,2,89
4312973_0050,34,23
4312991_0050,19,95
4312994_0050,14,87
4313000_0050,14,76
4313003_0050,2,151
4313013_0050,14,54
4313025_0050,2,119
4313039_0050,20,31
4313040_0050,14,49
4313042_0050,14,40
4313047_0050,19,15
4313055_0050,19,56
4313056_0050,19,79
4313059_0050,60,28
4313068_0050,2,21
4313074_0050,14,23
4313080_0050,12,45
4313082_0050,14,39
4313090_0050,14,40
4313093_0050,19,82
4313099_0050,2,54
4313100_0050,14,32
4313107_0050,14,53
4313118_0050,2,47
4313123_0050,2,57
4313124_0050,60,24
4313126_0050,14,78
4313140_0050,2,121
4313142_0050,2,50
4313153_0050,2,100
4313164_0050,13,54
4313169_0050,2,119
4313178_0050,57,9
4313180_0050,14,21
4313184_0050,19,42
4313187_0050,33,9
4313196_0050,62,23
4313222_0050,15,55
4313223_0050,14,23
4313244_0050,42,5
4313256_0050,2,45
4313261_0050,14,41
4313278_0050,14,33
4313280_0050,61,33
4313281_0050,29,21
4313284_0050,14,6
4313291_0050,14,45
4313310_0050,2,30
4313312_0050,2,15
4313313_0050,2,31
4313316_0050,2,49
4313318_0050,2,80
4313335_0050,14,52
4313340_0050,14,43
4313353_0050,2,93
4313358_0050,14,29
4313361_0050,60,13
4313364_0050,14,63
4313365_0050,14,65
4313366_0050,2,26
4313369_0050,15,45
4313378_0050,14,31
4313382_0050,14,45
4313392_0050,15,10
4313403_0050,14,55
4313422_0050,14,27
4313423_0050,14,47
4313424_0050,63,8
4313429_0050,19,59
4313433_0050,14,19
4313453_0050,15,22
4313454_0050,14,18
4313455_0050,60,13
4313466_0050,44,20
4313473_0050,15,43
4313480_0050,15,33
4313487_0050,14,67
4313489_0050,2,40
4313491_0050,57,15
4313495_0050,1,55
4313504_0050,15,35
4313515_0050,14,55
4313522_0050,2,67
4313528_0050,14,19
4313550_0050,14,35
4313554_0050,14,27
4313562_0050,2,51
4313563_0050,13,42
4313564_0050,2,23
4313570_0050,14,26
4313579_0050,14,33
4313581_0050,19,63
4313585_0050,14,39
4313586_0050,2,21
4313589_0050,2,27
4313590_0050,2,32
4313598_0050,2,89
4313599_0050,14,77
4313607_0050,14,52
4313609_0050,14,40
4313613_0050,15,21
4313615_0050,14,64
4313634_0050,14,84
4313638_0050,15,30
4313640_0050,14,29
4313651_0050,14,24
4313652_0050,14,37
4313658_0050,2,71
4313665_0050,2,75
4313687_0050,14,72
4313692_0050,14,22
4313693_0050,14,31
4313695_0050,14,28
4313697_0050,14,33
4313701_0050,2,55
4313716_0050,2,49
4313725_0050,14,122
4313727_0050,2,47
4313754_0050,15,46
4313757_0050,14,81
4313761_0050,2,95
4313766_0050,13,61
4313768_0050,14,30
4313772_0050,2,108
4313778_0050,2,89
4313808_0050,14,105
4313827_0050,14,56
4313832_0050,14,97
4313834_0050,14,24
4313843_0050,8,33
4313851_0050,14,49
4313858_0050,2,69
4313860_0050,2,52
4313862_0050,14,29
4313877_0050,2,66
4313880_0050,14,62
4313889_0050,2,71
4313900_0050,2,90
4313914_0050,2,87
4313928_0050,2,72
4313950_0050,14,21
4313968_0050,2,85
4313971_0050,14,42
4313977_0050,14,34
4313990_0050,14,71
4313992_0050,2,23
4313996_0050,9,38
4314003_0050,2,33
4314006_0050,2,60
4314011_0050,2,24
4314016_0050,7,101
4314022_0050,2,36
4314023_0050,2,95
4314046_0050,2,47
4314052_0050,4,12
4314067_0050,2,13
4314078_0050,14,14
4314081_0050,14,77
4314085_0050,2,111
4314103_0050,14,95
4314124_0050,15,62
4314134_0050,14,46
4314139_0050,2,30
4314142_0050,2,129
4314148_0050,14,127
4314160_0050,2,48
4314166_0050,2,98
4314182_0050,14,99
4314187_0050,14,104
4314190_0050,14,38
4314197_0050,15,23
4314203_0050,2,62
4314205_0050,2,74
4314211_0050,15,35
4314220_0050,9,38
4314228_0050,14,13
4314229_0050,14,24
4314234_0050,2,132
4314236_0050,14,33
4314243_0050,9,39
4314247_0050,14,32
4314253_0050,2,65
4314254_0050,2,63
4314261_0050,2,37
4314276_0050,14,43
4314294_0050,14,80
4314304_0050,14,47
4314319_0050,2,79
4314337_0050,14,61
4314368_0050,14,48
4314371_0050,2,77
4314386_0050,2,51
4314392_0050,2,17
4314394_0050,14,40
4314397_0050,2,66
4314402_0050,14,55
4314413_0050,2,30
4314414_0050,14,76
4314415_0050,8,36
4314417_0050,15,52
4314419_0050,14,66
4314425_0050,14,42
4314428_0050,9,36
4314430_0050,2,19
4314448_0050,2,125
4314454_0050,2,145
4314455_0050,14,94
4314466_0050,2,21
4314479_0050,14,78
4314489_0050,2,102
4314492_0050,2,84
4314508_0050,2,80
4314510_0050,15,70
4314524_0050,14,12
4314525_0050,14,21
4314534_0050,2,54
4314535_0050,2,17
4314553_0050,14,72
4314562_0050,2,41
4314576_0050,2,11
4314594_0050,15,44
4314605_0050,15,46
4314606_0050,14,34
4314612_0050,14,91
4314617_0050,2,10
4314619_0050,13,62
4314623_0050,14,87
4314625_0050,2,84
4314630_0050,2,97
4314647_0050,2,92
4314677_0050,2,61
