name,sgnum,numpeaks
2211122_0050,14,16
2211136_0050,5,23
2211143_0050,60,9
2211144_0050,61,28
2211152_0050,2,42
2211157_0050,14,31
2211159_0050,2,50
2211161_0050,5,43
2211174_0050,13,32
2211180_0050,14,10
2211182_0050,4,51
2211187_0050,19,48
2211194_0050,19,95
2211201_0050,2,38
2211210_0050,14,25
2211217_0050,14,58
2211218_0050,2,57
2211219_0050,29,15
2211222_0050,14,35
2211229_0050,14,30
2211234_0050,14,23
2211236_0050,14,64
2211238_0050,14,84
2211240_0050,14,54
2211242_0050,13,49
2211248_0050,61,72
2211255_0050,19,34
2211256_0050,2,24
2211260_0050,15,30
2211261_0050,2,30
2211271_0050,14,35
2211272_0050,61,40
2211278_0050,2,29
2211280_0050,19,38
2211282_0050,2,36
2211283_0050,14,22
2211289_0050,33,17
2211295_0050,14,133
2211301_0050,14,32
2211303_0050,2,59
2211311_0050,15,91
2211315_0050,2,41
2211318_0050,15,63
2211324_0050,14,36
2211327_0050,14,15
2211328_0050,14,35
2211329_0050,14,50
2211330_0050,2,49
2211334_0050,19,46
2211337_0050,14,49
2211345_0050,192,11
2211349_0050,2,22
2211365_0050,2,25
2211368_0050,14,35
2211370_0050,19,27
2211372_0050,61,20
2211374_0050,2,58
2211383_0050,61,43
2211391_0050,2,32
2211393_0050,19,41
2211394_0050,2,49
2211395_0050,15,49
2211398_0050,2,26
2211402_0050,14,76
2211407_0050,61,6
2211411_0050,14,72
2211416_0050,14,41
2211422_0050,19,12
2211423_0050,2,11
2211430_0050,2,23
2211432_0050,14,48
2211433_0050,14,31
2211434_0050,2,29
2211437_0050,14,47
2211439_0050,146,25
2211446_0050,29,21
2211451_0050,60,69
2211455_0050,2,13
2211458_0050,19,89
2211459_0050,14,22
2211460_0050,15,25
2211470_0050,19,34
2211472_0050,2,33
2211480_0050,19,40
2211489_0050,13,35
2211490_0050,2,104
2211491_0050,14,48
2211492_0050,61,21
2211496_0050,14,34
2211497_0050,144,18
2211500_0050,1,28
2211504_0050,33,15
2211514_0050,2,49
2211518_0050,29,11
2211521_0050,14,28
2211522_0050,19,39
2211525_0050,2,62
2211532_0050,19,54
2211539_0050,161,32
2211541_0050,15,55
2211548_0050,61,10
2211561_0050,19,32
2211563_0050,2,59
2211564_0050,61,15
2211568_0050,2,42
2211569_0050,14,50
2211577_0050,14,27
2211588_0050,15,49
2211593_0050,14,34
2211603_0050,2,56
2211604_0050,61,18
2211608_0050,2,86
2211616_0050,57,21
2211622_0050,14,51
2211629_0050,14,35
2211635_0050,14,18
2211640_0050,56,19
2211647_0050,2,73
2211654_0050,14,53
2211656_0050,14,60
2211664_0050,61,20
2211670_0050,19,34
2211674_0050,14,41
2211675_0050,61,36
2211677_0050,14,46
2211678_0050,14,21
2211683_0050,14,15
2211688_0050,54,9
2211691_0050,4,40
2211694_0050,56,14
2211700_0050,2,30
2211703_0050,14,46
2211707_0050,2,21
2211709_0050,14,22
2211710_0050,31,18
2211714_0050,148,20
2211717_0050,14,82
2211718_0050,33,8
2211725_0050,19,41
2211729_0050,2,48
2211731_0050,19,33
2211735_0050,14,82
2211736_0050,19,24
2211744_0050,2,98
2211750_0050,2,59
2211756_0050,19,28
2211762_0050,2,48
2211769_0050,14,32
2211772_0050,62,14
2211773_0050,2,69
2211776_0050,33,9
2211782_0050,20,22
2211783_0050,14,47
2211785_0050,33,13
2211790_0050,14,59
2211793_0050,60,7
2211795_0050,61,22
2211796_0050,62,35
2211801_0050,29,11
2211803_0050,19,21
2211805_0050,15,35
2211806_0050,14,86
2211809_0050,14,26
2211813_0050,2,74
2211817_0050,14,30
2211818_0050,14,35
2211822_0050,15,42
2211823_0050,4,57
2211824_0050,2,56
2211829_0050,61,17
2211830_0050,2,19
2211836_0050,61,36
2211841_0050,14,56
2211842_0050,61,22
2211845_0050,61,8
2211861_0050,4,96
2211863_0050,2,58
2211870_0050,2,14
2211872_0050,61,13
2211877_0050,60,16
2211888_0050,60,10
2211889_0050,61,16
2211890_0050,144,12
2211893_0050,14,111
2211897_0050,14,27
2211898_0050,14,33
2211900_0050,2,66
2211907_0050,2,87
2211908_0050,14,18
2211913_0050,2,107
2211918_0050,61,40
2211926_0050,61,14
2211930_0050,4,62
2211938_0050,2,33
2211939_0050,14,64
2211942_0050,33,14
2211952_0050,9,36
2211957_0050,2,34
2211959_0050,19,30
2211974_0050,14,78
2211983_0050,18,18
2211984_0050,2,20
2211987_0050,61,59
2211988_0050,2,57
2211989_0050,61,70
2212000_0050,15,49
2212007_0050,14,33
2212008_0050,2,80
2212009_0050,19,36
2212017_0050,14,32
2212034_0050,4,48
2212035_0050,2,68
2212039_0050,14,38
2212041_0050,14,21
2212045_0050,62,11
2212048_0050,14,109
2212050_0050,14,53
2212055_0050,4,40
2212056_0050,2,36
2212057_0050,14,58
2212058_0050,2,24
2212063_0050,19,19
2212065_0050,2,22
2212068_0050,14,12
2212073_0050,33,45
2212074_0050,19,46
2212077_0050,15,18
2212080_0050,14,96
2212085_0050,2,67
2212087_0050,62,10
2212092_0050,14,49
2212094_0050,14,26
2212104_0050,2,42
2212105_0050,2,89
2212108_0050,33,27
2212111_0050,62,4
2212116_0050,78,54
2212117_0050,61,75
2212128_0050,14,39
2212132_0050,2,42
2212136_0050,14,51
2212138_0050,61,7
2212142_0050,19,46
2212144_0050,19,28
2212158_0050,56,8
2212167_0050,19,36
2212173_0050,2,67
2212174_0050,33,22
2212179_0050,60,3
2212184_0050,33,32
2212185_0050,62,24
2212188_0050,61,18
2212190_0050,2,28
2212196_0050,2,27
2212211_0050,2,18
2212215_0050,14,35
2212227_0050,54,18
2212238_0050,14,47
2212239_0050,62,22
2212248_0050,2,78
2212255_0050,52,19
2212257_0050,19,56
2212266_0050,11,34
2212279_0050,15,34
2212282_0050,61,23
2212296_0050,19,28
2212302_0050,14,47
2212305_0050,15,42
2212310_0050,14,38
2212312_0050,14,32
2212313_0050,14,43
2212320_0050,2,56
2212321_0050,14,44
2212324_0050,2,27
2212326_0050,19,57
2212330_0050,29,26
2212331_0050,29,6
2212332_0050,19,27
2212334_0050,14,44
2212338_0050,14,36
2212343_0050,19,29
2212346_0050,14,34
2212355_0050,2,13
2212356_0050,4,23
2212368_0050,76,3
2212373_0050,2,115
2212375_0050,14,54
2212377_0050,2,33
2212378_0050,2,48
2212380_0050,2,35
2212382_0050,19,51
2212387_0050,2,79
2212389_0050,14,21
2212392_0050,14,50
2212394_0050,2,96
2212407_0050,2,54
2212411_0050,14,31
2212415_0050,2,69
2212421_0050,2,24
2212422_0050,14,32
2212426_0050,2,22
2212428_0050,19,30
2212439_0050,61,52
2212448_0050,2,72
2212457_0050,62,12
2212458_0050,14,27
2212459_0050,14,41
2212466_0050,2,65
2212467_0050,2,23
2212469_0050,14,2
2212472_0050,2,31
2212478_0050,2,129
2212479_0050,9,19
2212482_0050,9,22
2212483_0050,2,91
2212490_0050,14,31
2212517_0050,14,48
2212520_0050,14,71
2212521_0050,4,24
2212523_0050,19,25
2212538_0050,78,21
2212552_0050,33,11
2212553_0050,14,77
2212558_0050,2,36
2212568_0050,2,41
2212569_0050,14,67
2212576_0050,60,22
2212584_0050,14,75
2212585_0050,19,47
2212586_0050,2,70
2212589_0050,15,46
2212601_0050,14,78
2212605_0050,61,12
2212611_0050,19,74
2212613_0050,19,41
2212614_0050,60,23
2212618_0050,14,48
2212619_0050,14,87
2212626_0050,15,35
2212628_0050,2,33
2212639_0050,14,22
2212644_0050,14,16
2212645_0050,14,35
2212647_0050,14,28
2212649_0050,14,106
2212654_0050,61,10
2212655_0050,2,40
2212667_0050,14,15
2212678_0050,2,37
2212682_0050,14,64
2212684_0050,19,25
2212688_0050,2,19
2212690_0050,61,9
2212695_0050,15,33
2212712_0050,14,40
2212725_0050,14,70
2212728_0050,19,40
2212730_0050,14,11
2212733_0050,61,25
2212737_0050,19,23
2212739_0050,14,70
2212740_0050,2,37
2212743_0050,61,37
2212756_0050,14,32
2212768_0050,2,26
2212769_0050,14,41
2212775_0050,14,41
2212779_0050,2,12
2212788_0050,62,11
2212790_0050,19,19
2212794_0050,19,33
2212796_0050,2,25
2212813_0050,14,21
2212817_0050,61,13
2212821_0050,15,28
2212825_0050,2,59
2212829_0050,96,66
2212834_0050,94,12
2212835_0050,14,69
2212836_0050,2,63
2212847_0050,15,19
2212849_0050,14,52
2212852_0050,14,36
2212859_0050,14,45
2212863_0050,14,75
2212864_0050,2,58
2212866_0050,19,40
2212873_0050,43,17
2212878_0050,14,39
2212883_0050,2,109
2212888_0050,29,18
2212890_0050,14,84
2212903_0050,14,74
2212906_0050,14,65
2212912_0050,29,41
2212915_0050,9,24
2212918_0050,2,18
2212919_0050,14,36
2212924_0050,56,33
2212925_0050,19,22
2212928_0050,2,48
2212930_0050,33,19
2212931_0050,15,101
2212936_0050,2,60
2212941_0050,32,20
2212948_0050,5,61
2212955_0050,61,69
2212957_0050,14,30
2212960_0050,14,28
2212963_0050,62,9
2212964_0050,14,25
2212970_0050,14,14
2212972_0050,14,66
2212976_0050,2,53
2212979_0050,14,77
2212980_0050,14,17
2212983_0050,2,89
2212995_0050,2,81
2212997_0050,14,45
2213002_0050,14,19
2213006_0050,14,90
2213007_0050,2,62
2213010_0050,14,75
2213019_0050,14,67
2213023_0050,4,11
2213030_0050,19,78
2213031_0050,1,58
2213036_0050,2,32
2213039_0050,19,75
2213040_0050,14,36
2213042_0050,2,24
2213044_0050,14,64
2213059_0050,2,53
2213064_0050,14,29
2213067_0050,14,64
2213072_0050,14,81
2213075_0050,61,84
2213080_0050,14,63
2213088_0050,2,77
2213107_0050,2,99
2213109_0050,2,18
2213110_0050,14,82
2213112_0050,70,12
2213116_0050,15,18
2213122_0050,61,86
2213131_0050,4,29
2213132_0050,60,37
2213135_0050,14,44
2213136_0050,14,47
2213146_0050,14,81
2213147_0050,7,25
2213156_0050,36,18
2213157_0050,4,25
2213159_0050,19,72
2213161_0050,14,46
2213165_0050,2,37
2213170_0050,14,19
2213172_0050,14,9
2213174_0050,56,14
2213179_0050,14,59
2213181_0050,2,97
2213182_0050,14,72
2213185_0050,61,26
2213192_0050,2,48
2213199_0050,12,30
2213205_0050,14,90
2213207_0050,19,22
2213209_0050,2,65
2213211_0050,19,31
2213214_0050,14,33
2213221_0050,2,10
2213224_0050,2,61
2213225_0050,2,46
2213230_0050,14,61
2213240_0050,2,31
2213246_0050,56,18
2213247_0050,14,42
2213253_0050,2,83
2213255_0050,4,36
2213260_0050,19,33
2213262_0050,19,15
2213268_0050,15,69
2213270_0050,61,16
2213274_0050,14,50
2213275_0050,14,46
2213277_0050,61,16
2213280_0050,29,16
2213285_0050,15,27
2213286_0050,19,31
2213289_0050,2,25
2213294_0050,19,22
2213299_0050,14,32
2213302_0050,2,117
2213303_0050,2,58
2213306_0050,19,26
2213311_0050,19,58
2213312_0050,4,13
2213316_0050,14,16
2213317_0050,2,33
2213318_0050,14,35
2213327_0050,2,48
2213328_0050,62,18
2213334_0050,2,56
2213335_0050,19,47
2213345_0050,2,20
2213347_0050,2,72
2213348_0050,14,101
2213349_0050,14,28
2213356_0050,61,5
2213359_0050,2,36
2213363_0050,14,80
2213367_0050,60,19
2213371_0050,14,71
2213378_0050,61,44
2213381_0050,34,10
2213382_0050,14,81
2213387_0050,2,147
2213398_0050,19,17
2213405_0050,14,11
2213412_0050,14,45
2213422_0050,14,46
2213424_0050,14,35
2213441_0050,14,32
2213450_0050,15,55
2213451_0050,15,20
2213460_0050,14,46
2213462_0050,2,38
2213464_0050,88,8
2213476_0050,14,20
2213477_0050,14,32
2213482_0050,15,28
2213484_0050,15,21
2213487_0050,14,23
2213489_0050,2,28
2213491_0050,14,62
2213498_0050,61,7
2213502_0050,62,24
2213504_0050,14,29
2213510_0050,14,43
2213514_0050,14,36
2213530_0050,4,26
2213532_0050,14,25
2213534_0050,14,17
2213538_0050,14,61
2213543_0050,33,7
2213546_0050,33,28
2213553_0050,2,15
2213557_0050,14,34
2213561_0050,96,29
2213565_0050,14,52
2213569_0050,2,63
2213576_0050,2,83
2213580_0050,2,31
2213590_0050,14,102
2213606_0050,19,25
2213613_0050,19,33
2213615_0050,2,49
2213623_0050,154,84
2213627_0050,2,30
2213628_0050,14,31
2213630_0050,14,56
2213634_0050,2,80
2213635_0050,14,15
2213636_0050,15,30
2213646_0050,14,44
2213647_0050,29,9
2213652_0050,14,74
2213659_0050,61,29
2213660_0050,2,55
2213662_0050,4,11
2213666_0050,9,37
2213671_0050,14,17
2213675_0050,14,90
2213678_0050,19,50
2213682_0050,62,15
2213683_0050,14,53
2213689_0050,14,63
2213691_0050,19,67
2213697_0050,61,9
2213700_0050,14,31
2213701_0050,15,54
2213702_0050,2,85
2213715_0050,14,40
2213721_0050,4,53
2213723_0050,14,29
2213726_0050,61,17
2213727_0050,2,34
2213745_0050,62,6
2213751_0050,14,45
2213752_0050,14,12
2213762_0050,15,55
2213767_0050,60,12
2213769_0050,4,52
2213772_0050,19,18
2213773_0050,2,53
2213775_0050,14,38
2213776_0050,2,29
2213779_0050,61,14
2213782_0050,61,5
2213790_0050,2,53
2213791_0050,14,38
2213792_0050,2,29
2213794_0050,61,7
2213798_0050,61,11
2213802_0050,2,20
2213803_0050,14,33
2213804_0050,4,21
2213807_0050,14,22
2213809_0050,61,26
2213813_0050,19,54
2213819_0050,11,38
2213821_0050,19,32
2213822_0050,2,52
2213824_0050,2,28
2213836_0050,4,44
2213842_0050,61,31
2213844_0050,15,38
2213845_0050,2,23
2213855_0050,14,44
2213858_0050,2,61
2213859_0050,4,18
2213861_0050,19,44
2213868_0050,2,50
2213870_0050,14,35
2213882_0050,15,30
2213899_0050,61,16
2213906_0050,1,106
2213913_0050,14,47
2213915_0050,31,18
2213916_0050,14,55
2213917_0050,14,86
2213919_0050,14,63
2213929_0050,14,16
2213943_0050,14,31
2213948_0050,15,36
2213954_0050,14,42
2213961_0050,14,36
2213962_0050,19,63
2213970_0050,14,70
2213974_0050,14,38
2213982_0050,2,57
2213987_0050,15,62
2213990_0050,2,31
2213994_0050,14,33
2213996_0050,2,45
2214005_0050,2,31
2214006_0050,14,38
2214026_0050,14,36
2214033_0050,14,39
2214036_0050,14,28
2214040_0050,14,16
2214045_0050,4,46
2214046_0050,61,35
2214063_0050,9,50
2214069_0050,19,38
2214079_0050,4,42
2214083_0050,1,30
2214094_0050,2,96
2214100_0050,60,16
2214103_0050,4,58
2214110_0050,2,75
2214111_0050,114,19
2214117_0050,14,54
2214124_0050,15,37
2214125_0050,60,53
2214131_0050,43,22
2214132_0050,19,53
2214138_0050,15,30
2214140_0050,14,49
2214142_0050,14,29
2214143_0050,46,8
2214145_0050,14,55
2214147_0050,14,21
2214149_0050,5,35
2214152_0050,14,60
2214155_0050,14,10
2214157_0050,2,83
2214158_0050,19,33
2214159_0050,14,58
2214162_0050,15,57
2214170_0050,62,3
2214173_0050,14,63
2214174_0050,2,38
2214176_0050,14,136
2214178_0050,14,38
2214179_0050,19,20
2214180_0050,14,26
2214190_0050,14,25
2214196_0050,14,81
2214198_0050,19,30
2214199_0050,2,27
2214200_0050,14,65
2214201_0050,15,36
2214202_0050,19,12
2214206_0050,2,29
2214211_0050,92,21
2214218_0050,2,31
2214221_0050,2,33
2214224_0050,2,92
2214225_0050,61,52
2214229_0050,19,27
2214233_0050,14,41
2214234_0050,14,36
2214235_0050,2,28
2214237_0050,2,31
2214238_0050,2,23
2214247_0050,19,28
2214257_0050,14,48
2214258_0050,9,51
2214269_0050,60,63
2214273_0050,15,103
2214286_0050,61,27
2214287_0050,15,28
2214290_0050,14,12
2214294_0050,14,57
2214296_0050,14,38
2214297_0050,4,44
2214301_0050,4,21
2214305_0050,19,27
2214314_0050,61,20
2214320_0050,4,44
2214331_0050,19,22
2214333_0050,61,14
2214340_0050,61,25
2214352_0050,14,86
2214353_0050,14,23
2214354_0050,7,43
2214366_0050,19,32
2214371_0050,33,13
2214373_0050,2,37
2214376_0050,4,32
2214379_0050,15,54
2214382_0050,14,61
2214386_0050,29,13
2214397_0050,61,83
2214409_0050,14,52
2214410_0050,19,32
2214434_0050,2,42
2214435_0050,14,13
2214438_0050,14,24
2214443_0050,18,26
2214448_0050,29,24
2214450_0050,33,15
2214452_0050,14,29
2214457_0050,2,52
2214458_0050,14,68
2214459_0050,14,52
2214462_0050,2,24
2214464_0050,2,23
2214465_0050,2,68
2214470_0050,14,106
2214471_0050,2,24
2214473_0050,14,17
2214474_0050,2,51
2214475_0050,2,67
2214480_0050,14,33
2214491_0050,19,56
2214495_0050,2,74
2214509_0050,9,49
2214514_0050,61,14
2214521_0050,60,6
2214540_0050,2,32
2214541_0050,61,72
2214547_0050,14,34
2214549_0050,2,101
2214551_0050,15,35
2214555_0050,33,12
2214556_0050,15,27
2214566_0050,61,55
2214577_0050,14,42
2214589_0050,61,13
2214590_0050,15,38
2214597_0050,33,5
2214599_0050,33,33
2214615_0050,14,33
2214621_0050,19,29
2214624_0050,2,35
2214631_0050,19,24
2214638_0050,14,38
2214641_0050,2,31
2214642_0050,61,18
2214643_0050,2,33
2214645_0050,9,25
2214655_0050,14,72
2214658_0050,60,16
2214666_0050,14,38
2214670_0050,2,47
2214673_0050,19,33
2214676_0050,33,3
2214681_0050,2,35
2214683_0050,2,55
2214699_0050,14,75
2214700_0050,15,24
2214712_0050,61,12
2214719_0050,15,32
2214720_0050,2,13
2214722_0050,4,31
2214723_0050,11,60
2214730_0050,19,53
2214743_0050,14,46
2214749_0050,14,50
2214753_0050,14,74
2214755_0050,2,25
2214757_0050,2,46
2214759_0050,14,33
2214762_0050,13,22
2214769_0050,19,26
2214773_0050,14,34
2214778_0050,14,78
2214794_0050,18,6
2214796_0050,14,18
2214801_0050,14,46
2214802_0050,14,11
2214809_0050,14,39
2214812_0050,14,61
2214817_0050,19,28
2214824_0050,15,13
2214830_0050,2,77
2214831_0050,13,43
2214832_0050,61,22
2214835_0050,19,27
2214836_0050,61,14
2214838_0050,2,45
2214839_0050,18,15
2214844_0050,14,10
2214850_0050,60,39
2214857_0050,15,59
2214859_0050,14,67
2214863_0050,19,40
2214868_0050,56,9
2214872_0050,62,31
2214873_0050,61,59
2214876_0050,14,63
2214891_0050,33,21
2214893_0050,12,37
2214897_0050,14,88
2214898_0050,61,8
2214907_0050,14,14
2214913_0050,4,48
2214922_0050,19,50
2214928_0050,15,20
2214929_0050,14,9
2214931_0050,19,54
2214936_0050,14,108
2214942_0050,4,46
2214952_0050,15,38
2214962_0050,2,83
2214963_0050,2,33
2214970_0050,14,31
2214973_0050,14,44
2214975_0050,14,37
2214978_0050,14,68
2214979_0050,9,47
2214980_0050,14,45
2214985_0050,14,24
2214996_0050,14,24
2214998_0050,2,83
2215010_0050,14,39
2215012_0050,2,28
2215014_0050,19,31
2215017_0050,14,24
2215019_0050,2,74
2215023_0050,2,121
2215025_0050,14,30
2215035_0050,2,40
2215036_0050,14,29
2215037_0050,61,34
2215039_0050,61,13
2215040_0050,14,47
2215042_0050,14,33
2215049_0050,11,27
2215051_0050,36,39
2215054_0050,88,57
2215058_0050,19,71
2215064_0050,29,21
2215065_0050,15,31
2215066_0050,61,17
2215072_0050,2,88
2215077_0050,61,18
2215079_0050,61,28
2215080_0050,14,61
2215092_0050,62,9
2215099_0050,61,23
2215102_0050,14,74
2215103_0050,61,12
2215106_0050,2,105
2215114_0050,2,68
2215115_0050,2,64
2215117_0050,14,61
2215118_0050,61,11
2215120_0050,14,52
2215121_0050,14,52
2215125_0050,19,29
2215127_0050,14,83
2215134_0050,2,25
2215139_0050,14,32
2215141_0050,15,66
2215143_0050,14,104
2215145_0050,14,33
2215150_0050,19,46
2215156_0050,14,33
2215159_0050,29,21
2215164_0050,14,41
2215172_0050,2,70
2215180_0050,14,41
2215185_0050,14,25
2215191_0050,62,4
2215192_0050,15,51
2215199_0050,2,29
2215205_0050,14,23
2215207_0050,15,12
2215208_0050,14,21
2215209_0050,19,26
2215211_0050,14,46
2215212_0050,14,43
2215216_0050,14,76
2215220_0050,14,68
2215231_0050,70,25
2215233_0050,14,46
2215236_0050,9,45
2215255_0050,14,14
2215259_0050,61,24
2215261_0050,15,49
2215263_0050,14,59
2215268_0050,15,32
2215269_0050,2,30
2215270_0050,2,86
2215271_0050,88,27
2215274_0050,2,95
2215279_0050,14,36
2215280_0050,15,42
2215283_0050,2,29
2215289_0050,14,17
2215292_0050,19,15
2215294_0050,19,48
2215296_0050,14,60
2215301_0050,61,23
2215303_0050,14,36
2215304_0050,2,24
2215310_0050,4,60
2215312_0050,14,38
2215313_0050,61,14
2215314_0050,4,26
2215322_0050,19,50
2215326_0050,14,22
2215336_0050,14,26
2215339_0050,60,8
2215340_0050,14,11
2215347_0050,61,32
2215348_0050,31,18
2215350_0050,2,37
2215353_0050,61,15
2215357_0050,14,17
2215366_0050,61,36
2215367_0050,14,81
2215369_0050,9,47
2215370_0050,61,34
2215373_0050,19,38
2215377_0050,2,46
2215378_0050,15,29
2215382_0050,14,46
2215385_0050,9,41
2215388_0050,14,25
2215391_0050,2,116
2215393_0050,2,31
2215398_0050,9,24
2215399_0050,2,69
2215402_0050,15,32
2215408_0050,14,81
2215409_0050,15,31
2215426_0050,2,61
2215428_0050,4,14
2215433_0050,15,27
2215438_0050,14,17
2215439_0050,14,37
2215446_0050,14,17
2215447_0050,14,17
2215449_0050,33,12
2215450_0050,14,28
2215452_0050,62,30
2215453_0050,2,37
2215463_0050,19,19
2215470_0050,19,21
2215472_0050,2,27
2215476_0050,62,4
2215479_0050,19,19
2215488_0050,14,16
2215496_0050,2,22
2215498_0050,2,60
2215500_0050,2,51
2215502_0050,2,50
2215503_0050,2,37
2215506_0050,14,31
2215508_0050,15,51
2215509_0050,14,89
2215511_0050,12,31
2215512_0050,19,18
2215513_0050,14,72
2215518_0050,60,16
2215527_0050,2,46
2215529_0050,14,25
2215535_0050,2,44
2215552_0050,2,59
2215556_0050,2,43
2215559_0050,2,69
2215560_0050,2,91
2215565_0050,33,17
2215568_0050,15,19
2215569_0050,14,90
2215573_0050,14,24
2215576_0050,2,79
2215579_0050,14,42
2215588_0050,2,45
2215601_0050,19,19
2215604_0050,52,22
2215606_0050,15,27
2215616_0050,4,26
2215619_0050,61,13
2215622_0050,2,43
2215626_0050,14,56
2215631_0050,2,38
2215634_0050,62,36
2215636_0050,14,23
2215645_0050,14,27
2215647_0050,14,84
2215652_0050,161,16
2215654_0050,19,16
2215658_0050,2,44
2215660_0050,15,96
2215662_0050,61,30
2215673_0050,61,70
2215675_0050,96,16
2215677_0050,14,66
2215679_0050,2,95
2215680_0050,61,39
2215683_0050,2,47
2215684_0050,13,59
2215694_0050,14,21
2215696_0050,2,71
2215698_0050,14,16
2215699_0050,14,34
2215705_0050,2,33
2215709_0050,14,47
2215718_0050,14,41
2215720_0050,14,49
2215721_0050,7,57
2215744_0050,2,13
2215746_0050,14,74
2215748_0050,15,35
2215750_0050,14,73
2215751_0050,14,34
2215752_0050,15,41
2215759_0050,14,92
2215763_0050,2,110
2215768_0050,19,64
2215770_0050,14,57
2215777_0050,14,31
2215779_0050,15,19
2215780_0050,13,51
2215801_0050,14,23
2215802_0050,82,14
2215804_0050,19,24
2215810_0050,19,46
2215817_0050,14,36
2215819_0050,15,35
2215822_0050,61,19
2215828_0050,2,53
2215831_0050,7,23
2215837_0050,61,29
2215842_0050,14,54
2215845_0050,14,78
2215851_0050,15,57
2215853_0050,19,39
2215854_0050,29,23
2215861_0050,14,39
2215867_0050,15,9
2215869_0050,62,7
2215871_0050,33,44
2215872_0050,14,33
2215874_0050,19,37
2215875_0050,2,44
2215878_0050,2,75
2215879_0050,14,83
2215881_0050,14,26
2215882_0050,61,15
2215890_0050,13,46
2215897_0050,14,37
2215904_0050,60,12
2215905_0050,14,35
2215917_0050,33,11
2215926_0050,14,55
2215928_0050,62,16
2215936_0050,15,20
2215938_0050,14,59
2215943_0050,4,36
2215945_0050,4,23
2215952_0050,60,13
2215954_0050,2,42
2215962_0050,14,23
2215979_0050,4,49
2215982_0050,19,27
2215985_0050,14,87
2215987_0050,2,25
2215988_0050,2,31
2216009_0050,2,81
2216015_0050,14,40
2216017_0050,4,52
2216024_0050,14,35
2216031_0050,2,44
2216037_0050,19,25
2216038_0050,14,75
2216053_0050,2,111
2216058_0050,14,32
2216059_0050,62,66
2216064_0050,61,47
2216074_0050,14,108
2216075_0050,14,22
2216077_0050,19,62
2216081_0050,61,29
2216085_0050,2,43
2216093_0050,14,34
2216094_0050,19,50
2216103_0050,2,51
2216104_0050,60,12
2216107_0050,61,69
2216116_0050,60,9
2216117_0050,15,72
2216119_0050,2,42
2216121_0050,56,64
2216122_0050,5,55
2216123_0050,14,87
2216129_0050,2,18
2216131_0050,2,101
2216132_0050,19,56
2216138_0050,14,49
2216139_0050,19,29
2216142_0050,15,41
2216143_0050,14,42
2216151_0050,14,69
2216156_0050,19,20
2216159_0050,15,54
2216160_0050,14,46
2216163_0050,2,44
2216165_0050,14,35
2216169_0050,88,29
2216170_0050,62,15
2216171_0050,2,36
2216176_0050,14,47
2216180_0050,62,18
2216183_0050,15,104
2216184_0050,61,34
2216185_0050,19,47
2216187_0050,15,27
2216193_0050,19,30
2216196_0050,14,47
2216199_0050,14,8
2216210_0050,14,33
2216211_0050,14,40
2216212_0050,14,29
2216214_0050,2,26
2216216_0050,14,57
2216219_0050,14,20
2216223_0050,14,21
2216225_0050,14,18
2216228_0050,15,32
2216239_0050,62,9
2216245_0050,19,83
2216246_0050,2,111
2216247_0050,61,37
2216248_0050,2,53
2216250_0050,2,50
2216272_0050,19,43
2216276_0050,19,58
2216282_0050,61,11
2216283_0050,14,96
2216288_0050,2,89
2216289_0050,14,28
2216295_0050,2,29
2216296_0050,29,27
2216306_0050,14,39
2216309_0050,60,22
2216320_0050,2,21
2216325_0050,14,71
2216327_0050,15,40
2216329_0050,2,70
2216335_0050,33,35
2216348_0050,7,20
2216352_0050,9,60
2216359_0050,14,56
2216363_0050,2,27
2216369_0050,14,35
2216370_0050,14,39
2216375_0050,18,6
2216380_0050,14,49
2216382_0050,2,78
2216389_0050,14,36
2216393_0050,14,75
2216396_0050,14,37
2216400_0050,2,51
2216401_0050,14,40
2216402_0050,14,39
2216404_0050,19,44
2216405_0050,15,35
2216411_0050,14,56
2216418_0050,58,14
2216421_0050,14,16
2216423_0050,4,33
2216425_0050,14,17
2216429_0050,2,42
2216434_0050,2,32
2216439_0050,2,80
2216441_0050,15,65
2216446_0050,145,21
2216447_0050,62,11
2216457_0050,15,16
2216465_0050,18,20
2216466_0050,15,96
2216469_0050,15,88
2216473_0050,2,54
2216475_0050,14,60
2216477_0050,14,66
2216478_0050,15,41
2216480_0050,18,19
2216482_0050,169,66
2216490_0050,13,72
2216495_0050,14,21
2216496_0050,2,35
2216498_0050,14,93
2216505_0050,2,32
2216510_0050,2,61
2216515_0050,15,80
2216524_0050,2,21
2216527_0050,14,27
2216532_0050,2,66
2216534_0050,2,87
2216544_0050,2,113
2216545_0050,148,32
2216546_0050,2,45
2216547_0050,19,80
2216563_0050,2,31
2216569_0050,19,34
2216572_0050,2,67
2216573_0050,14,60
2216578_0050,14,33
2216584_0050,2,35
2216585_0050,2,38
2216598_0050,14,24
2216600_0050,15,71
2216609_0050,2,104
2216611_0050,15,57
2216612_0050,14,63
2216621_0050,33,15
2216622_0050,2,72
2216627_0050,14,22
2216628_0050,14,71
2216632_0050,60,25
2216633_0050,14,61
2216636_0050,1,52
2216641_0050,14,70
2216644_0050,5,41
2216645_0050,14,39
2216646_0050,18,8
2216648_0050,19,23
2216652_0050,2,37
2216656_0050,33,4
2216657_0050,2,49
2216677_0050,62,6
2216687_0050,14,56
2216688_0050,2,75
2216693_0050,14,18
2216708_0050,1,86
