name,a,b,c,alpha,beta,gamma
2004726,17.85049842867834,9.456455827903726,5.818335178892939,93.49858389670926,89.89922106198135,90.29028736500183
4060204,22.70830848231921,8.511468271083094,5.379333181922966,89.14320760122719,83.9076242744869,88.4798731182478
2001641,28.084366073852014,8.40763115026021,7.615018995016454,91.6059964781612,96.70142005463161,86.9027735713905
2103334,13.5743434836302,12.298371676530477,11.427769615284635,103.82197632272313,102.55749388523256,99.31609441877038
2241244,15.07323567658736,8.141551973615599,7.495634777527106,90.56983803382846,91.0220463179421,88.25639146714857
4310610,28.82675494721241,10.133448192319495,5.481415083144424,89.66150124654357,82.49475854972552,91.50531467762619
4066206,17.156162928672227,14.213320090815712,8.950299826441551,93.28270603089709,92.97226164233912,92.22507145904609
2237758,17.507521238149877,15.272886156601935,12.94686518520619,87.04945669587926,89.50885755924156,90.5625199410329
4024375,28.358373567592714,9.643802645622785,6.366059026039481,91.22158851191168,86.90841182884414,88.74119157880385
4022023,20.861433431815186,10.905445748176087,7.038940510600949,90.8468731749997,88.10681592304125,91.61450295065443
2208422,13.5027439062729,12.626518003409902,9.899761685410777,92.8188876819154,90.55154010661495,92.02677931171718
4113258,13.21558419477982,10.147149677217403,5.513037830988445,92.71201948994548,85.29163306959714,96.84283761546403
4026392,23.290228408461036,10.567365761133061,9.782072498869233,88.7201640113708,95.49574714200945,89.67595121678326
1518637,19.08500679061187,19.41256842128981,11.231901671606087,88.88887381228837,89.96238115454662,114.97169378778301
2217436,16.744384649747147,11.037165089831818,9.258098974210105,92.6355572421242,93.52156426407355,91.75257024339703
2003480,22.27697485153153,11.846332400036454,5.747662774065521,90.92471723883214,90.21029780228953,93.66592467787417
4100575,18.607566424278165,11.443497072804533,7.382190401079671,91.70238510592257,91.04849619829002,92.15010810891948
4025186,22.195707084810763,16.46445937083128,5.954871465345105,87.16200086834105,87.48136603238329,90.33447583315724
1505910,15.508306025119001,11.990145034478207,8.592602284271667,94.45752370315442,94.64399680555042,91.63596634219329
2018957,25.520697427757085,12.811573854370248,12.025141734519803,88.3615712081666,95.3978814798869,92.04911184158854
2203247,23.353226440527216,10.870465846408738,7.090517486236107,93.6237785743313,88.5990249971288,90.7629449392002
2211959,17.72961571975832,9.974561580763611,8.02067397449167,91.02453695284966,92.76361427494206,92.19403626561821
7226668,11.510534178510225,10.518113740332009,7.616821801232076,94.32363571254174,89.1242168582936,91.72163426239509
4027558,11.425375052344416,9.700079643245836,6.710397502438175,93.94270917263934,88.70993104288179,92.56296074994091
4102645,18.23701304477827,10.287362007524498,7.297058656577247,92.3858137341625,90.80483682180294,91.262015842208
4020860,15.768025672009907,11.39482270417347,8.924593702840642,93.75799376792199,94.46039159702629,93.59706378788161
4086328,13.882829746409664,14.170117058919281,11.195241743976684,93.47561666779151,87.7973709761665,109.68133727699316
4068343,21.037199218455743,16.96718364442901,10.82785746533471,87.81707300931583,91.37935507624745,92.43790978201446
4063021,20.40699021726193,15.246299586908396,8.282992495069344,91.12158862973342,89.25278227054217,93.12072261732192
4308332,17.50222116288969,11.268418089669668,9.93637692925353,91.4747714881167,93.10692503327371,91.34240483154633
1519440,17.045655959798843,15.998341333666371,8.793567133283432,92.92095973236407,92.29342337844297,92.96284852490389
4312973,13.800074766780828,12.711769062335236,11.267405815428964,93.11553193054863,92.60320915270653,90.88195648792033
7212233,23.46917432536426,11.805857890260528,6.968009464968412,92.95663664603985,89.5562327555393,91.10904607224344
2205092,25.829462289823866,9.820508903013575,8.110565493557482,92.34663801664522,92.16969682925622,86.44726930092898
2214450,21.445495217317788,12.645141439312363,7.449882957391076,92.08485666163453,89.29895848740588,92.7704920079834
4031014,19.52919286776592,16.07989633045381,12.847895217451333,87.66815187351176,90.89467708790498,92.71976958356758
4022171,11.183435556020948,10.2398313418261,9.46740440423329,92.50061601837609,88.44076308937416,93.294479789564
4022473,14.673422766105352,9.804833462291207,8.748008799255448,91.74146658634486,93.4733951321698,92.97788608937323
2213294,19.417993310719677,10.55980101328027,7.070592553639944,91.24127301100496,90.55085013845003,90.51807624122202
4105858,18.827369584438898,9.916957646334314,7.8145333050687915,93.28853760743569,92.17204318026734,89.12055236752974
2210847,13.675975709029085,12.357323110605073,7.423903379126046,94.57097408341839,89.9336097190764,91.5062368703692
2200635,15.785524761634436,14.08589608341297,10.839786418852754,90.65372858672337,93.00557528595489,93.83872195831549
2206531,17.71506455049052,15.1481180307482,7.05075928385615,92.03894073256977,89.93077371633632,91.66756683992392
4073804,15.378656575590831,9.738187911314688,9.253368234343236,96.04708785941936,98.50980352472396,94.88787290299157
1503222,13.376320759537656,11.804953559404437,10.149341646465073,95.01177932096833,93.84460827423538,93.40049429086207
4062959,14.385422705975055,8.299874532168268,7.54478705944929,89.54153137838378,90.74350171763668,88.80205517385906
4069117,24.39365373412629,11.96110702743624,7.606306270337925,92.26265719906834,91.99211819794495,91.56633045618416
4303857,14.044063014662102,11.466754600745498,6.339224676565359,95.42069285739504,88.1363752674483,92.47451149788351
2200908,22.4415766148165,8.733141441783593,6.008579526505056,89.49768800264724,86.84788997908046,88.97885617672753
4063292,17.650881183732437,16.084786901002026,8.725451285132586,91.82228502287295,91.53342373026145,91.54836041815203
4338857,10.989985891264482,8.089093077996651,7.053127830936532,89.8078755976852,88.7895000042066,90.50917471387238
2220782,26.6331319754421,9.09806483788523,7.842161315612459,91.05006066019855,93.17595987735712,84.38028061776113
1514139,16.66363779984497,13.13989710351127,6.6886306023604245,95.5400107482667,90.41154389061036,91.88376265729353
2001393,12.568483319276272,11.691164262096397,7.223944086995639,94.9292823240157,88.91958848217001,91.08233647237523
2210908,25.427528313317772,10.092508574643825,5.968807058128749,90.10146753377744,88.53115155624263,91.35116934288816
2241542,24.412770534611806,10.323402440068982,6.044282023001115,90.44455751173291,88.50555206100508,92.56496677245588
4063701,18.144465757768316,15.57944980834986,14.137703578694742,89.26185844059896,91.52482211742758,94.17072101514148
2209787,15.272097469202366,12.821107312618398,5.1933414294182825,93.99651324718081,83.49459349030863,91.9073159765419
2206372,29.807366956218132,7.733424207758082,5.860914554228423,89.21360218405914,82.47589377781755,76.04484374983501
4342654,21.77385032805303,10.790072417614319,10.031800314238517,91.91669779292279,93.63057467487704,89.4854827608621
4341880,21.124665719861497,19.46793597099033,11.507829913904581,87.47042756979435,90.75277472307992,93.81180581983942
2237953,17.788802933106872,15.239338218627948,7.516356425831781,92.8407664374061,90.18142959983722,91.18145116494465
2006876,17.536048689329345,14.171020881924289,9.236921617853456,93.25620106039365,94.17558233145199,92.30599110807468
4301900,10.042880148095357,8.821933740187143,8.070620430183357,90.74404979051964,87.02028908819912,89.97635889245007
4114158,16.28987785250474,10.42702709876727,9.46731373936841,90.80889479333642,94.68366363609168,92.18421895208301
2220837,13.164437763631794,12.113865942318466,10.561449096743585,100.28761758886064,100.44610385029658,102.05953671431745
4086176,16.72923211533319,14.136573536220137,8.33900786764357,93.7400383867269,91.73513309633546,92.01185590943227
4084399,14.771160073843202,13.03128921998973,9.358266917049942,91.71216857812945,91.08639632109796,99.2760141474481
1502477,13.49083539408507,7.291004237940725,6.674077167805589,89.28604835265159,91.5643309483989,89.95925214592889
4023869,10.546616344551,9.85862578893888,8.922616366355516,102.77072793391757,99.2936904746303,99.92131888496094
4062035,22.934302654541874,13.221148746955397,13.19751356621241,88.63992536562195,94.99188565487567,90.71039288916842
2200513,17.417914699476157,10.26871677059604,7.42608566282298,95.69803462245825,92.20834767558556,90.63192513603822
4339123,12.091122638855184,10.03482239487042,7.745733151110613,92.05922499731544,88.7376747595907,90.50364798430022
7217241,22.57624445426114,13.857351682276049,13.093473523481617,88.27712988663303,92.81154502080929,89.24336840514941
4022843,17.617423011870866,9.997557000515442,6.5027696008205735,93.10378574549658,90.8047104402557,91.23002678042306
2216139,22.81596735654308,18.98122553864869,10.027591252086639,91.79611910248133,91.78466291127926,92.22069362687623
4111107,11.682950697916775,12.357708887193489,11.47201994021476,112.58645749115558,105.40135822740592,103.74400640825661
2007621,13.18638503522262,11.995382460049324,7.843423761265554,96.20265045564607,93.83897657714012,101.14802228818543
4083295,20.294861715784624,16.384502735309525,9.023969532620772,91.76800551069681,93.28833665459285,92.68686290160753
2005074,15.559052712396383,14.36239152297782,5.035107922993708,91.41165628346518,83.34165599102019,90.01004025611122
2200447,22.639963266880677,10.89697279822225,6.8562062096617025,92.03124604376912,89.00819615450432,91.51379999566511
1506761,15.392703928274818,12.861531473060081,9.13527049416205,93.2692150580011,92.5466636554544,92.30948014779464
4069618,25.46209698494956,9.915379301122938,8.996930170979311,88.90695746360188,91.89376179030569,85.63703609405117
4030463,16.168793114025625,9.965872467114181,6.099484404578608,93.02934976336026,89.73547142053806,90.96028550001114
7012755,21.240098487522488,15.279317518879216,14.92929558464804,93.21766000346169,93.06248592554573,91.78064206535494
1517411,24.256524993907725,12.638614986968019,12.19522311400132,89.9013266819714,94.21406263239932,89.36613179549497
1517921,18.0222371437544,13.344466041539093,7.274896267622357,91.75328742464083,89.85238860015482,93.06267439639555
4021222,19.130313192429117,14.19480314031057,12.828028216265672,90.30669311365243,93.23343688338011,90.34482193913996
4022329,13.920146505996327,8.40028443876504,6.355784290803985,92.0659256906932,87.9007315067334,91.29628038812038
1504872,14.643288480902266,11.71739768324258,6.5885697588275445,94.36835611342818,88.58767114423574,97.63374026166764
2013877,15.367511302752504,11.56260358629187,10.353848427498622,92.90034610706387,96.18484244538,93.26625261061417
4319513,16.558930214295653,15.191146103983726,13.481559115534647,88.69041568958878,91.15711156939459,92.91037019970666
1532487,16.306616216281917,13.528218133754766,9.85900688858915,93.93540909952281,93.78059939122396,93.23041347216049
2015959,11.150575825530234,10.232770886007216,8.891091652201938,100.71988986473785,98.5602782697483,102.45619885580737
4308546,11.084081760023498,10.040224940674737,9.268980969664877,94.62412998064222,91.42763789562493,93.14271362421856
2010921,13.98107457009335,8.35507222123122,7.096169108746626,92.05637146408894,88.99586309474323,89.15491136379029
4074425,18.77264599755318,17.558002440314965,10.378603176620354,89.00015474535743,91.64997127176714,93.67057435955525
4312650,13.522961912424002,12.326998129065956,9.955678929138045,96.92380509114858,94.89791333683905,91.6379829332342
4073440,19.352911661738815,17.606808522145172,10.317664978893177,91.97408306789995,93.49209140047027,93.03875004870325
2016357,21.830526908351757,8.814950843748349,6.932065970702207,92.83085711355957,91.3570654781856,86.95149193201016
1540600,10.825551266146816,9.976895922748705,9.040942523120451,98.75008767228391,95.48668879350087,97.75689634630464
4106240,14.570185916158575,10.46690690800217,9.574033164660744,95.87776056108252,96.87443081640868,96.16266556292499
4339724,17.67492000052635,15.879442177168208,8.952514532715272,91.36057953256787,91.5643516677328,90.93462037809618
4022813,12.972980004084276,8.032445565804446,7.376244872283102,90.35045575320065,89.93797503597418,89.263107485914
2000384,10.736471789785801,10.26621291232202,7.934035509818854,102.77233406532939,98.17162004179956,102.86293152612387
4104419,26.85531029515487,7.936218568463228,6.554481766475652,92.47353437214862,89.00042083267623,80.88520881720088
4328281,16.176865235767202,9.467250936168616,8.101128934008955,93.43497054880513,91.6901418829639,89.86534940803543
4505680,12.050103992744699,9.863650807476974,7.456867524547639,92.0773142751345,89.25104302818873,93.77780011172929
2004251,15.250295768577097,9.823398685807739,8.5286973467611,92.95219358815643,92.7627944030557,91.97465718727983
4103592,24.488570046732224,12.847546919998354,8.8214429694971,91.54589894606025,93.48741345793573,92.01241540518532
4324395,17.90890142520302,7.9826311007846495,6.638633788490021,90.14490606683653,89.56975283628438,88.40555204240488
4027612,17.439947253260627,9.970324055324465,7.5163320057142355,92.60514591328375,90.91874496744106,90.63147991855249
7208151,25.879995461106347,8.90131929345899,4.912796223642399,86.82890092347154,73.19611969599032,90.65030847534662
2209791,14.728588796860665,8.235232051868916,7.562776808057928,89.74057084412084,90.31802254613962,88.41105790452407
4082905,12.786648548677237,11.94661095733285,7.652650226032745,94.32313700454125,88.40092815724228,93.22598940251493
1502427,11.229624326339275,8.557090907704206,8.091945789330632,95.0172544142919,94.64366683610109,95.60830830757442
1516348,14.845498040168435,8.004881503422329,7.287885016208149,90.87289797857557,89.47222702464808,87.50380412995607
2210599,20.649485730458355,11.510246507784363,6.222384354580415,90.53690915088627,89.16552190361656,102.68317294775872
1519248,21.161843700658846,8.971683612654473,5.429320491448251,88.43283734480259,80.96734783945479,89.70372073083598
4074305,13.552668299705132,10.980899095420869,9.789732836732552,97.44264413763476,98.2694972582704,97.88249886154188
2000391,11.860303594765746,10.148431836126848,7.17034795808194,93.33407928049411,87.87958521519197,90.80144733345917
1517614,17.289257151541513,10.373714234041426,7.7544733423916306,92.88475560523322,91.99598907648998,90.87351508803486
2210544,21.90902273141788,10.785912997727218,6.72250354908993,90.94629195557418,90.00070351523698,92.02735935449884
4081543,20.92096032351901,15.629089867365977,8.305110204533102,91.9536492997657,92.18810184188264,92.46657177206797
4070310,15.9744798944376,11.226940470214121,10.123613521552599,92.70868172530369,96.44727514173515,93.95780759670306
1518303,25.9015786708387,14.499413398414871,5.618640822325267,90.33064344081896,91.39476827836795,90.51146571174753
4076641,16.490831403508285,13.373798146567376,10.427391772481517,89.35231936895599,91.78407900778188,94.10149640505205
1514552,19.40210182729877,13.859662186744554,10.841101774329102,92.91944823061348,95.77320491508846,92.82741118316504
4306671,14.538509571291353,12.539641734199593,10.636627009949052,95.01578200858386,95.61357644541006,93.20227912415606
4028204,11.08728312190394,9.776778194214263,8.120881982407992,93.91617776243217,90.78490277200534,93.57550650297841
4504278,10.127444903975357,9.713248020914744,8.918535380007539,101.30340458870188,96.32992470966775,99.63616235301231
2237640,9.273736993232822,9.405096999281607,8.383141642442794,104.45258934700907,95.28044057237432,99.6982547382748
1515788,9.526755726594743,8.839399855942743,7.465267284255283,93.94887901053058,88.01105574189688,92.91146220983774
4024839,12.6539000768343,7.546338980723336,7.145089848578855,89.78126619013561,90.07691874611093,89.02775851461904
2019055,17.914885703148702,15.796137990968559,9.445000377480392,88.6501308213214,90.4414670556241,96.30313469861817
2217901,13.012027755197128,10.846443354322293,10.036375807024323,101.44565604033693,102.07008667004908,100.93070808167731
4020153,19.030533960180147,11.325162771100747,7.44922487468295,91.56058928992292,90.52945085735777,91.6333500685445
1505033,21.252900898763713,15.233642199174776,8.400754720211696,92.13052622343068,92.14463711857404,92.52354514900848
4062515,18.11854216161465,15.04080173384167,6.946729354920783,94.94356300666138,92.33265453995531,90.91553869512009
4022989,13.303860265025993,8.567361158217132,7.729104123488693,91.68937992250797,90.90496296121269,90.25083553339182
2231696,17.708639009205044,12.595543488940464,7.942984087095626,91.7949397338763,91.52177741079723,94.9013432432174
4316946,18.95840133724213,14.666077030262894,7.583898361226546,90.76852659622467,89.89607512965348,92.19942837006758
4322320,10.60984402135334,9.867277159407209,8.887259951676722,98.94007433741665,95.81033817542051,97.15032221432666
4063593,15.719376823606487,9.239868830121976,7.815011091775105,92.82705870017264,91.28257109458669,89.05062246709014
2217037,13.318106383625883,12.641143126854862,11.92219330319148,90.95359745525477,88.95425886514863,90.83437810620796
2013905,23.689191056903624,11.465669420223236,7.886823110381683,94.93363166553593,89.93593252759227,91.77295098870643
4063580,20.259961144086883,11.859157521595488,6.012329848268756,90.900469189241,89.44562954481266,92.0283894926038
2011444,11.140634235900102,9.444089691460174,8.121820351753083,91.23698157015738,88.77849922031727,90.08493116914245
1502279,14.854408250904418,12.006648396014706,8.678101866208532,95.29391457070543,93.19060277731548,90.89711355618462
7221548,22.65515279186247,10.874939397521088,9.925987354111326,89.91931830027752,94.65882611730602,89.84280472438752
4030978,15.851482204186409,9.11075954378146,8.239842339444953,94.83747293595326,92.74257216652708,89.1029533067337
4324793,12.942505628625424,12.109014132805152,11.148482538510903,92.53280111661337,90.33764699469636,92.76752398024384
2218031,18.437790735914742,10.95803857340265,7.790579135256251,93.30932233452826,92.78630731006986,91.13334435885687
4329267,22.2311261752954,10.573557201978137,9.787117123864482,96.33789123845273,94.38104923510298,88.94967975610034
4083352,11.449492729616603,11.591705113821925,10.436941067694514,109.34409398246957,101.82390293619162,104.74279418167802
2103341,16.141946541075406,10.648335057988723,10.322595677053812,106.45549252029981,92.91534161546564,90.28215091091805
7220004,15.586307296836953,15.105628760212191,13.616257949741543,89.01266876683637,90.17875058081361,92.90529074163892
4112402,13.634328106369779,12.000192042410637,6.936362700265427,95.21926911559468,88.4858860475597,92.17959957960319
4503750,28.802644201353914,9.254980778218778,7.599611518288916,90.24070055554188,92.23521664095593,80.66001364810838
2212790,21.720783615679647,14.984565384381147,8.13604289536929,91.11398612966609,91.3295450355832,92.17382205656135
4319638,10.245850775506499,9.63006965547947,8.289569325624223,102.09819349944965,95.90001975896168,98.71822936640658
4113832,18.57274151721276,12.591465815512407,10.656486100870195,90.52585155957107,94.23760724074799,95.79644692629653
4313169,23.017010039994595,10.402209190217897,9.265676530280507,97.61169413200957,92.23522190954986,88.4215667173792
4065191,13.887786806820488,12.620237670470832,11.713318497668086,97.51858501401864,96.92668984768218,96.61264829292836
4070484,24.899135755571102,10.767766484313961,9.371287905237853,91.75017233650613,94.20027121057596,88.90237408345168
4306924,9.254041883094324,9.227505985278707,7.8193734968852,101.71491106000714,93.77372911162558,99.34280570534187
4025777,24.554010640877117,12.321246200077637,7.841330000725069,92.0224183023143,91.73861962082955,91.07814580282702
2228389,15.66523574315726,11.92768303021975,7.9916131323087995,95.67061867346594,92.73516783643137,91.83473589209169
4337122,14.951858125257043,14.016095943229448,12.545525824678203,90.0483453330665,90.91858755875404,94.68381486862403
2211234,14.550648729195453,9.584774511215716,8.228341364457577,91.99206839723102,91.94199869494877,91.03198897120376
4315562,17.883742777450465,14.832243666604104,10.04023858496833,86.52747579210109,91.41499610339157,106.9307884775628
4508915,29.244082258460935,10.309828627627075,9.9184154229699,92.46272037305546,95.70408730092085,87.23503707540964
1506975,22.824295942803,17.59645208321958,6.7821688188514075,89.44363002761838,90.77906020123923,92.9814642830352
4308900,12.748120654315247,11.251927180217166,7.098224917234521,94.47044858507304,88.33058369570331,92.54589074621107
1503904,13.66360814873815,12.430098501890685,11.181087212692253,94.18434131891716,93.5647684171379,91.67167898216435
2205081,20.24779404412036,13.260301094340928,6.409769128100359,88.82011284166148,89.57592649536564,112.66513237930617
2019337,14.077760135177165,12.084405699749285,8.066797215750874,92.64198156401002,91.81386043768579,102.03753109213086
1504005,16.85787477214026,9.963236137203145,5.4493021876605905,92.3525078045481,89.80272645069807,91.13600401912703
1529857,22.13074396905895,13.468169483772833,6.895838868093608,90.53075352960825,88.04608410529077,91.23691559455632
4074587,19.08180084436957,13.317428508290064,12.27521173339316,88.50399309224792,92.87980838873627,90.07516006106951
2233323,15.146330924499184,12.719787039842897,8.18428817673228,97.38264214353288,93.328758387727,93.58787135608662
2005432,20.529040443789803,11.428840910474651,10.344651348074708,92.2718689190214,93.96607515663747,91.09588436225192
1517783,19.185270631602673,14.560448494635882,5.283636495561638,89.10470563626568,87.87687013339712,90.63436590034334
