    3.00000	 5098.00000
    3.02043	 5129.00000
    3.04086	 5045.00000
    3.06129	 4979.00000
    3.08172	 5020.00000
    3.10215	 4788.00000
    3.12258	 4766.00000
    3.14301	 4745.00000
    3.16344	 4664.00000
    3.18387	 4592.00000
    3.20430	 4717.00000
    3.22473	 4621.00000
    3.24516	 4551.00000
    3.26559	 4602.00000
    3.28602	 4572.00000
    3.30645	 4383.00000
    3.32688	 4346.00000
    3.34731	 4406.00000
    3.36775	 4353.00000
    3.38818	 4367.00000
    3.40861	 4218.00000
    3.42904	 4202.00000
    3.44947	 4312.00000
    3.46990	 4283.00000
    3.49033	 4190.00000
    3.51076	 4102.00000
    3.53119	 4229.00000
    3.55162	 4306.00000
    3.57205	 4080.00000
    3.59248	 4050.00000
    3.61291	 4030.00000
    3.63334	 4020.00000
    3.65377	 4011.00000
    3.67420	 3974.00000
    3.69463	 4033.00000
    3.71506	 4020.00000
    3.73549	 3956.00000
    3.75592	 3968.00000
    3.77635	 3887.00000
    3.79678	 3809.00000
    3.81721	 3882.00000
    3.83764	 3804.00000
    3.85807	 3764.00000
    3.87850	 3907.00000
    3.89893	 3776.00000
    3.91936	 3792.00000
    3.93979	 3785.00000
    3.96022	 3633.00000
    3.98065	 3746.00000
    4.00108	 3677.00000
    4.02151	 3762.00000
    4.04194	 3690.00000
    4.06238	 3584.00000
    4.08281	 3540.00000
    4.10324	 3590.00000
    4.12367	 3489.00000
    4.14410	 3550.00000
    4.16453	 3551.00000
    4.18496	 3486.00000
    4.20539	 3499.00000
    4.22582	 3469.00000
    4.24625	 3446.00000
    4.26668	 3515.00000
    4.28711	 3359.00000
    4.30754	 3449.00000
    4.32797	 3412.00000
    4.34840	 3439.00000
    4.36883	 3350.00000
    4.38926	 3267.00000
    4.40969	 3279.00000
    4.43012	 3269.00000
    4.45055	 3226.00000
    4.47098	 3190.00000
    4.49141	 3255.00000
    4.51184	 3228.00000
    4.53227	 3161.00000
    4.55270	 3212.00000
    4.57313	 3155.00000
    4.59356	 2978.00000
    4.61399	 3166.00000
    4.63442	 3045.00000
    4.65485	 3005.00000
    4.67528	 3122.00000
    4.69571	 3108.00000
    4.71614	 3035.00000
    4.73657	 3043.00000
    4.75701	 2898.00000
    4.77744	 2943.00000
    4.79787	 2939.00000
    4.81830	 2899.00000
    4.83873	 2960.00000
    4.85916	 2867.00000
    4.87959	 2836.00000
    4.90002	 2762.00000
    4.92045	 2867.00000
    4.94088	 2775.00000
    4.96131	 2804.00000
    4.98174	 2786.00000
    5.00217	 2666.00000
    5.02260	 2727.00000
    5.04303	 2716.00000
    5.06346	 2764.00000
    5.08389	 2725.00000
    5.10432	 2703.00000
    5.12475	 2626.00000
    5.14518	 2598.00000
    5.16561	 2625.00000
    5.18604	 2568.00000
    5.20647	 2597.00000
    5.22690	 2524.00000
    5.24733	 2558.00000
    5.26776	 2480.00000
    5.28819	 2603.00000
    5.30862	 2463.00000
    5.32905	 2431.00000
    5.34948	 2465.00000
    5.36991	 2437.00000
    5.39034	 2401.00000
    5.41077	 2362.00000
    5.43120	 2293.00000
    5.45164	 2341.00000
    5.47207	 2291.00000
    5.49250	 2464.00000
    5.51293	 2301.00000
    5.53336	 2236.00000
    5.55379	 2323.00000
    5.57422	 2273.00000
    5.59465	 2242.00000
    5.61508	 2225.00000
    5.63551	 2212.00000
    5.65594	 2157.00000
    5.67637	 2205.00000
    5.69680	 2198.00000
    5.71723	 2147.00000
    5.73766	 2207.00000
    5.75809	 2087.00000
    5.77852	 2054.00000
    5.79895	 2061.00000
    5.81938	 2079.00000
    5.83981	 2096.00000
    5.86024	 2130.00000
    5.88067	 2116.00000
    5.90110	 1970.00000
    5.92153	 2028.00000
    5.94196	 1992.00000
    5.96239	 1933.00000
    5.98282	 1909.00000
    6.00325	 1971.00000
    6.02368	 1984.00000
    6.04411	 1879.00000
    6.06454	 1917.00000
    6.08497	 1823.00000
    6.10540	 1824.00000
    6.12583	 1763.00000
    6.14627	 1749.00000
    6.16670	 1765.00000
    6.18713	 1806.00000
    6.20756	 1803.00000
    6.22799	 1842.00000
    6.24842	 1707.00000
    6.26885	 1793.00000
    6.28928	 1695.00000
    6.30971	 1761.00000
    6.33014	 1687.00000
    6.35057	 1707.00000
    6.37100	 1724.00000
    6.39143	 1631.00000
    6.41186	 1659.00000
    6.43229	 1628.00000
    6.45272	 1635.00000
    6.47315	 1573.00000
    6.49358	 1552.00000
    6.51401	 1613.00000
    6.53444	 1601.00000
    6.55487	 1552.00000
    6.57530	 1613.00000
    6.59573	 1499.00000
    6.61616	 1549.00000
    6.63659	 1547.00000
    6.65702	 1489.00000
    6.67745	 1425.00000
    6.69788	 1557.00000
    6.71831	 1594.00000
    6.73874	 1523.00000
    6.75917	 1465.00000
    6.77960	 1454.00000
    6.80003	 1423.00000
    6.82046	 1518.00000
    6.84090	 1470.00000
    6.86133	 1437.00000
