name,a,b,c,alpha,beta,gamma,rmse
2239669,13.38561369449804,7.6600839482406755,6.012861157886762,91.97445513667722,91.40476470039896,88.69705962618973,0.14018194683261678
4031864,14.687578687853572,10.460352428282228,7.087275305756571,93.44580974937745,91.79734403195795,90.43228813655132,0.14165309265237322
4111726,21.676265235501145,15.086022518229106,7.750457294736807,93.10342371273813,91.01524258009496,91.54594608763038,0.14202721610554467
2011289,13.70336730490307,10.3536532273047,8.783579692508438,92.01455031661916,93.34169165553293,91.22480514270832,0.14300679294149396
1504911,14.77858946593758,10.519046672747535,8.094899470865697,93.83343233331789,93.64798680131862,92.5033977467071,0.14490954561793876
4032027,11.460557061263344,10.869354901246126,6.998121794454178,94.06546573124737,95.97537685104628,110.26113963345061,0.14524243993715694
2233413,21.83609798697398,8.645552922479531,5.402603299323525,93.72799428868454,89.3473097488757,90.51957200096217,0.14543861530876712
4028921,18.58842238924169,8.761286460433586,7.292535930966276,92.8744456399262,90.82854050068032,91.08600491373008,0.14623491259302066
4112459,13.549699990129797,12.038211325002631,10.942685256120182,93.70789952703713,93.41006533890308,90.72726302222179,0.1465683964256783
2231532,17.01987529758807,14.544106024940426,8.152443415054691,94.21144562169216,92.15691332580684,90.78676424988116,0.14837582227785745
4321022,16.42382756867953,9.033415349271976,8.00015772180641,91.93903602051785,92.09924958269401,90.2586690040963,0.14845492888353914
2010831,16.530841607960927,8.122224573263843,6.937865278896446,93.56386266353752,90.47118520268843,86.41978188229616,0.14959021654173393
2239941,14.62292581023484,10.382730176126342,5.857054159312894,92.28929399378751,92.08653597460305,92.59843859881585,0.1500365819041158
7103266,13.851361487214458,9.019151966798894,5.326371430958931,90.49971944777315,93.10052602142405,89.90565277475781,0.15004012750573964
2233499,10.442814484007023,9.385706708992496,8.086808693193843,92.76397267706055,93.9643761750126,91.93856497792632,0.1516201090506663
2205492,13.419853059532104,12.673499911295808,7.42000590563956,92.7521264145109,88.7276314754207,90.22722377013643,0.1519558334767923
7152455,13.784844513132757,11.931338869651283,4.758462940954374,84.16072887303294,86.72387826845691,89.68134406724451,0.1531723101843152
4028204,11.29907314853066,9.572104872953984,8.032599942505197,94.06043724430785,95.52531148972808,94.92807192729862,0.15338176581059587
4074305,13.349115755770866,11.24329198981045,9.747322793601509,95.93441303844813,100.04591657838836,101.13772246183888,0.15412179005822846
2208220,14.84499205251117,11.280076186765864,8.943694646055466,93.53421994125384,93.37064008905034,91.86418683664223,0.15427693356238706
4000066,17.42993581761047,12.253169986948695,10.212315291594061,91.22437872575514,93.5137260067406,91.51963522279765,0.1546425868174676
7152301,10.296453469054441,8.81562552564886,7.291443921314617,92.61947859215263,93.81085987611185,92.63646683087147,0.1554740651541987
2007179,13.442504381898962,12.278478003549823,12.181103899716753,91.46013891388417,90.10566339853388,88.90084434260878,0.15646166249313154
2206212,16.061788445115827,13.368737968674097,7.611514347215705,93.07667790104966,90.54596262651532,92.3280056455396,0.15741145301820422
2101303,12.138514123462251,7.786575654853622,5.644875698196214,93.63482064261717,91.93188910194827,91.2359279737452,0.15820439105946024
4063062,14.945177670492754,10.306752615542367,6.074866392179163,92.36163605680389,90.47343971893525,90.73945447889348,0.1589709830480029
2210644,13.77042779308731,9.933716908963877,6.047498896832639,92.37973636354218,92.45804058922218,90.4956349059984,0.1590629833661181
2221362,17.72746068884245,15.73837566874363,4.929043354798564,94.74061391645553,91.63567584925102,88.95948223571537,0.1598099790115628
1542310,19.293474398804957,15.518473784537616,5.3236974885008,97.11769071250711,90.30232700930517,91.42758605076702,0.16058947114226074
1542951,10.967435660845108,9.115126477260942,8.561405365649174,99.4178443574434,99.88509154014022,97.67390354746897,0.16079057400757646
1506210,12.77492995168119,8.412000076298026,6.546901889247932,93.60806569037472,93.1834329851356,90.81587136784263,0.16110991185107446
2010508,10.58474588331776,9.56025703506535,8.567364090373458,99.80268624391954,101.0509422723002,96.49793536775246,0.1612649006607117
2004532,13.431639642570653,11.298786345307267,5.9631325297747395,91.36216967037281,89.52154481293536,91.9804383701309,0.16233011620792026
1505922,17.246289599407124,15.309938641145445,6.1086317780761075,90.68334464469642,88.88740654424991,89.4665119325144,0.16327913469150407
2105218,17.34589611963486,10.954102584530922,7.923249674379359,93.73962022846085,93.78558699527022,90.62111370571755,0.16398047956423642
2236654,17.33477931010823,7.083318344493778,5.808614274485948,95.92387941424435,93.0073929439964,86.15724691416254,0.16447606829667866
2007774,16.160255269591893,8.381910149368599,7.79506712142828,92.60081769621063,90.77832168650527,88.42459188124225,0.16519261273543367
2006664,24.556400835051626,12.17996062824798,7.044473705287099,92.63257477970171,89.72053368198196,88.74759925113447,0.16579598743075202
4029991,16.938344388028668,13.019615831464748,3.722268000046615,86.39187288060391,83.40044219033237,88.06418766023631,0.16639884320156573
2015326,13.695770737799311,12.320383574379273,7.168127542344783,92.45617942525064,91.40801046931746,103.52270716730213,0.16653475574262386
4031994,22.830359024327088,12.616366017109431,6.083413849367817,90.31582986083869,85.4590740096081,88.74467277138235,0.1686100428286597
4022633,20.350653915678343,9.739385526104517,6.2441413098661975,92.32854422256587,89.76784672877258,91.04801499251751,0.16883795006017546
4029171,13.395369112999171,7.918035946026241,5.887665260493829,92.76241706210908,92.71858710777711,90.02773230074501,0.16884837053686824
4513611,16.968316519892404,10.326695643427207,5.637197844476294,91.44633609007761,87.08216745396018,90.17925150144521,0.16915670624612933
4109867,11.44376294914539,8.786000217216577,6.980896179048487,92.25216891381417,92.71377965421604,91.62160525844948,0.1691616211845892
2019926,27.879869335702725,12.642162425276346,7.373443725916911,91.92282453254265,88.92805481486435,92.82497238484514,0.16970551439932324
2231646,16.18035374506561,12.06588013297721,10.081426878871168,90.39851421980389,92.08001138697591,107.1942630700005,0.1712119650610417
2103854,9.864111690992015,8.631637518115895,4.771282488892086,94.0314350539738,94.73384341710485,92.3894697050986,0.17173782496430012
4110921,18.414778978661857,11.89086069691928,8.613932363464055,91.38941691549982,91.67784107305631,91.86490076166116,0.17182930482229875
1517783,19.37933390923228,14.746219603730093,4.882775397588513,94.35699017368582,88.53152890046448,90.02106465504355,0.17192996761933935
2242006,23.083747257769964,8.75157022829315,7.715722997018119,94.68080085849542,91.01299522847937,87.06469450270733,0.17229818349963133
4029991,17.00722877988627,12.987128269304783,3.731920362096825,85.8946467403957,82.50104892318639,88.18918824223164,0.17233546957420087
2013016,20.963742612145566,11.494330404158065,7.262712022679311,93.70741860456783,90.38452941088649,90.49437325980186,0.17285930567585872
4070106,16.38443394396503,15.11985925144621,9.664692705116147,90.0940168944917,90.47902813047654,104.52417337907559,0.17387904337178345
8102844,15.415879219452087,12.82916137966523,4.622360917371644,90.62331250361437,89.68038665645167,88.62386315246262,0.17394777341156714
2229125,14.542011693692457,12.92540653116739,7.652631549902103,91.07569483804791,89.70503792220286,108.52121006667342,0.17425184536375832
2001216,16.743631218689835,9.82148557395785,5.103734686140951,89.64564109827317,85.87158978120038,88.40546784506313,0.17585719908729192
2201043,10.551820274642807,9.487050254934875,8.382283531307758,97.78459259623607,99.4170388852395,96.30714487309318,0.17586819164241796
2104247,8.393464954374428,7.122615548049209,6.468857459638172,96.0434313285015,94.66290400457686,93.07137414356808,0.17619089348399689
4103144,16.681018217353348,9.056392600717128,4.890426317132337,89.02679364611456,85.32668097994748,88.04652526600881,0.17629637574179102
2000932,14.76775674978796,8.955203128247433,7.928375480035182,90.45230318057031,92.49556657570224,91.4920713550751,0.1765960319753744
1520443,15.890155217780519,11.002179753302377,7.221562580606192,93.29247625369216,91.98887386938932,91.16092913364201,0.17667143800971394
2200511,15.573607474087549,10.421591691535578,7.584267186435167,93.24478615815258,93.25275795702537,90.84145285664745,0.17710389392787662
2234668,22.613988680104683,10.930683408279503,5.440278993223196,93.9639178433511,85.38873558632316,92.4307600050762,0.17738911450675604
4502412,19.70557759756079,9.714261684939425,4.691265725190701,91.7129586763946,83.1486003617747,90.51461989504622,0.17771049136595846
2200527,11.108037471105513,9.661843178701902,6.845035449054907,92.15878806410122,92.47699998533837,91.47271408428774,0.1779705279893142
4318129,18.037848967503972,15.09647260840479,12.833674283266385,90.45572015697807,92.6069176632101,92.18329341220425,0.17960307575950982
2006611,16.285187907147243,14.63271822216764,13.595463312227285,91.03005621190056,92.67769502280426,93.36030792459599,0.18039786860166426
7115413,12.342731319681057,8.388311360499792,7.540997107171625,93.03594732346461,93.35592529711346,89.73624569348142,0.1806742353527193
2210120,11.547892033520759,10.345488682973903,8.034193506815445,96.47953052735741,97.05355183166147,103.81508590157345,0.18260035900376445
4110237,12.269117740280171,10.721990940242284,7.469004838444307,91.42954530636364,90.89911013196254,103.09375863089474,0.18304435670990596
1514399,19.295729564767978,11.379551259388059,5.901198951466688,91.24051486493647,88.97189071290603,89.88431432417912,0.1844672483181888
1503768,22.244166264268543,11.431257355052722,4.4563245305706936,90.71072413495675,77.91691762299553,92.28528196854869,0.18466077334247807
4025526,17.60455961396577,15.397628060909149,9.933655316511674,92.97773108362155,93.2327427734403,92.41108678709409,0.18466262074491815
2004440,13.313062298960787,9.923180933471677,7.297248799714693,92.8719577691869,92.56857974911081,90.77181657338066,0.18562023704139724
8101836,20.01555991985603,11.39645607684249,6.485294339829195,93.11064268105206,87.52158972019767,90.91802781995378,0.18575487366829574
4023620,14.827407065696734,8.686408630708371,7.602191551214072,92.72154020162012,92.76269337586776,89.71748732881417,0.18601837615082603
4343985,18.702928273161824,14.957865020371836,6.705566660880351,92.19521363433542,89.42865916334993,89.65681281190108,0.18680860599050847
2016714,14.449574813630027,11.642219121663588,6.561416355302533,94.84754698218077,95.27741760675157,89.46451040788342,0.18728339665755586
2237640,10.211733298515377,9.069477419768072,8.339431219915625,101.26680702024403,104.46374295453818,101.45164416456097,0.1876466551776612
2011630,11.857691448321592,7.081926473448153,4.667108340515802,95.84627053302792,94.30391324209775,90.68387665420752,0.1902519076468907
4029893,13.435600547500856,11.92060933002242,7.308049176584881,90.7497444507736,90.60255288936102,103.664883302781,0.1902869783437648
2234086,15.39854686705803,12.750277573638167,7.766907442511515,90.85201585000992,89.62645263356846,111.1772859762777,0.190665407814988
1101102,10.437341239560002,8.487635756313354,7.233051468339462,94.26015591773023,95.56418409216114,94.45206871899353,0.1915427341459348
4076102,15.760544543911841,13.946027389062186,12.394589653047444,92.13847133529872,92.41187221295634,93.86978649153203,0.19172738640395606
4500611,19.83440747577951,10.607261667775804,8.075097326212036,94.42875220587284,92.41867068500197,90.99021635614483,0.19192819257429375
1520657,14.007692522537194,10.412356542958735,5.71877411375432,91.30124719798611,91.63162251455556,92.57656857811756,0.19195272588045495
2211842,20.115616446007962,13.79584621470344,7.958572217639359,91.93299707536717,92.66721275085276,93.90742859992083,0.1924345991557176
2227727,18.080413020755014,14.81050480061763,5.881463123303873,96.31784528774625,88.84135100053423,91.6423935296114,0.19297156329577908
2020211,16.612199220710373,12.63287321099533,6.1869358096167,95.0915688205547,91.97384788724817,89.17781411341691,0.1929985654421312
4327265,20.418929167112548,18.74783970253966,9.2066634942503,91.28568939905631,92.27894532832416,91.28291717918538,0.1933005867149538
7106429,16.69842638553789,11.437284507360738,4.0320113163642235,90.47415603492819,82.12871509964,88.38482144922489,0.19347427412930615
1508859,11.088135470385467,8.432821992257432,7.1450914814730995,93.59665407087189,93.32064732337635,92.59304399365413,0.1947515988764752
4335392,16.810833460428274,9.722216526185644,8.587857182869946,92.54520546701659,93.35384207244134,90.54826461678549,0.1950168187575814
2000530,18.548445025641442,13.135136287038444,11.939117558788357,89.98348763060547,92.54549129220932,90.82441869308661,0.19516683066589116
4029877,10.387642807791792,10.148160517609442,9.675731462513992,105.99143481190691,103.23057894829557,98.05265399835518,0.1952146792030134
2220619,23.121015773099575,7.263135136787455,6.040856766435133,92.72293643624194,86.82718725017526,84.93310588021954,0.19541020567900672
1502500,24.602861917805956,10.556062610219206,6.980811964263651,95.29595189854525,88.2077077009917,90.9163624089266,0.19545280050824165
2235173,14.088797286406413,8.434561682324713,6.849592519136857,92.22293068246313,92.52554666071659,90.64096297809178,0.19549446809005044
4501973,10.150099982794423,9.07310493339833,8.199470325666733,96.07194863558846,97.70865019127729,94.79481859213591,0.1957095916389833
1504534,11.133501487721778,9.348205145241874,8.839538486865674,100.31877453121139,100.60969297512365,96.6773941233114,0.1965792530205992
7215763,14.774417920909935,13.314187995163495,4.818279017226576,82.27334570022512,85.10588261750766,93.8635004097732,0.19821936513771285
2008436,16.335211201541878,7.980669184217317,7.250713465482726,92.75114600919125,90.55918609445749,86.49251493363907,0.1986180600829726
4510211,13.690851765654902,12.559637324908284,7.382393933833352,93.6135836017403,89.92384987545415,92.2067613556334,0.19862422991725476
4068627,16.18582036109124,10.119072696214207,8.718184612384674,93.40072490571923,93.11341305612147,91.12640847376571,0.19956954488900933
4076185,26.479099724164552,11.463540729634877,6.696775214051464,91.88011634487597,89.00960396280425,88.12609197948633,0.20015701710579065
2208481,13.841378446961288,11.042744253627463,5.113284511002597,89.67053135148993,89.82619216912558,88.8284564607118,0.20020242596646176
2011186,10.628936310819569,9.155167074446167,6.18304636261936,93.7433244444974,95.03821543166404,91.36603248603241,0.20042184018229392
7214507,12.214572902162901,8.103307682250124,5.950349832352584,96.79965773869944,95.23315946410817,91.30753851324236,0.20079640754065048
2102305,11.801153057115537,9.016983445120875,5.441434242376659,94.06233536214307,94.20441798094323,94.17702007247301,0.20099455084848133
4029898,9.066833290658064,7.0008732663105535,5.484316803807677,95.3110119255815,97.02317600188243,93.30739267440823,0.2014197172418283
4023714,12.004875647761803,12.403559365676369,9.569629538328684,103.52130821198486,100.6189608923743,115.783647958711,0.20180131023187914
2010193,12.73099179768645,9.508955958007723,7.475084795126954,93.03107690355324,92.2543939208202,90.9827197580779,0.2019494561947588
4029682,16.119089539028444,10.254331959088864,6.899840934897603,92.52783971842929,91.48553257920355,90.13324040487468,0.20202652953800387
4328628,19.07621227192447,18.177474248809315,13.165782701840378,95.04073664087596,93.14258368261365,89.49219229654231,0.20211698128291214
2218618,16.2376174819438,9.318637403975748,8.187840801993087,92.57337734647595,92.47546476041879,90.44609276164316,0.20224593987192985
2007300,9.299142625439005,6.348531205780449,4.661704997748791,98.0243753612833,99.37209395270682,92.31233921385552,0.20263799211864547
4066707,13.367887508467152,10.895068883243429,9.41531413136617,95.50616275171909,97.88851913464528,99.3879050883593,0.2027226745900681
2216193,12.49313080800606,11.985030902582658,7.323969632984451,91.70121576794581,88.572249956249,90.73885382423148,0.20291475990788813
7101370,20.20103333630664,7.384303786330145,5.833033138565278,95.77684258816993,89.93578026209109,87.48131334345157,0.20294053454259198
2019871,14.102896946087167,11.18515304389731,6.77871040416328,94.65569963991871,91.40914045922908,94.13582497528864,0.20357985536007184
2227426,12.94839151075789,11.704555353130154,11.165620316797728,96.18919999823922,93.65093547199491,90.22724824512828,0.20379560041330685
2018239,18.409110976343136,9.32768207522991,6.467861300716058,93.7521465498203,91.38778151653214,90.18049411656641,0.203808368414308
4024007,13.15450017270153,10.107360443684511,6.664763475702843,92.46913218480384,91.61994594278706,96.01085907832935,0.20395182539554674
4074085,14.154833475167546,10.092243178253135,6.238531800500068,92.99769598644819,93.47768200175042,90.88609883405145,0.20421864309165935
4501921,9.132913870262227,6.965219511935629,6.080993515126959,94.95977954578987,95.78853974887777,93.20776922253957,0.20435621062724285
4116874,16.068167829374325,8.391365093507359,7.565299538952439,92.28811068842455,90.77561202805308,88.81632765861272,0.20448456389090192
4323246,18.24287208162966,11.745438838673536,11.306927229905376,90.94193535481573,93.45486087649259,90.57806042107434,0.2055132511031409
7207208,19.26334714415875,18.71489023392649,10.392216041257495,93.83165324840341,92.42824530307436,89.6095940436237,0.20610109820936764
4024647,22.07833363757957,11.751726462113416,10.758862719264487,91.88544089517653,94.58274529799085,90.8784221858393,0.20642196802846985
7219103,9.022510885233286,7.7824148328607,6.659971448096232,94.2248681760643,95.18072308296294,91.9061136895801,0.2066122518861783
2106679,13.115213813845488,10.2467215552226,8.052267610912056,93.00803582599545,93.81367026703897,90.50708725967503,0.20683121260494786
2231273,23.870360218936913,9.043291605199153,4.77767923519062,91.69800312845008,86.85993741786524,88.3312840871213,0.2073712813452507
2009571,7.242626237313501,6.253375397094433,5.341349126909158,95.09737257984717,93.3301132309793,94.31917567716039,0.20747145316887933
4117051,14.288594972818224,12.59604971398382,11.479879166526139,90.35798395005027,91.7431299398307,89.95435374740099,0.20759069269458771
4027420,14.591669688052239,10.933194275921291,6.753444245881995,93.29727387040316,91.97409904941749,92.2669252404826,0.2077767427503972
2200748,12.173773370336276,11.622713336487902,7.376601691011737,93.05316953946904,89.24262637502024,90.85208566448036,0.2082406827390048
7152214,11.482243435877582,9.743680019887302,8.848801880592346,91.82334036417907,92.48775915572504,91.61251099806749,0.20882614977811803
2015953,24.219819710625952,14.217516171641732,8.925836032329096,94.23678621987335,89.94154680122429,91.09090814988527,0.2092977075607536
4063292,17.358627004698842,16.135015211385113,8.500477349598789,92.68698296715182,92.53964140726342,90.68408904145998,0.2092980236476526
2241126,14.460827563654627,10.614776353474298,6.358720132971824,92.53338041682893,90.84000707933261,90.53026491765408,0.2095365317904698
4031973,17.54085933734975,12.763355768350378,9.137430910155445,93.93905252216528,95.5791733999465,91.4128388827423,0.209585828585773
2000384,10.967641846173352,9.709555382813367,7.895766647654955,100.10183205923431,101.88118976733543,101.40021913464957,0.20996671832788968
4122584,16.69350229735439,9.882167236661042,8.564148124926916,93.16214109543449,92.09085409090945,89.25727825492339,0.21019622351220132
2013979,17.980581780395127,13.032226826611089,6.991681323174381,92.44611408467678,92.26007207682353,102.79811172431657,0.2103342661692928
4022790,13.07170325830542,9.933569212719414,7.379816045841936,92.96336831186353,92.53553942817456,90.86210478402892,0.21039217095875026
7154609,23.605432591167986,8.004443190002506,6.564174926295223,94.60928671167756,86.92562497291263,85.60306724949602,0.2106469807614597
7150078,18.983834015576353,11.585402223132014,4.992630722941597,94.29425079180051,90.11422229669735,89.89845993966604,0.2106661071375048
2202105,11.994801651084947,8.835066396165269,5.326629648391681,94.66718879855408,95.43371101699564,92.42088204162161,0.21164186473575175
2009592,18.747445593644464,8.81647263134405,4.612311089701757,88.51582415078462,80.32835928710237,89.26168233308107,0.2131073745235764
2000561,13.784556533900396,10.50731814434355,5.960551538051085,92.01564751913396,90.66815265867558,92.55493741471669,0.2133610139464206
2011629,10.89374294027306,10.518078530696219,9.739210377989254,103.82310039230936,102.43888468057052,101.51804398284804,0.21347167162541045
2203530,14.267301233564687,8.36305037097228,6.7387145162879145,95.04940587771668,94.65330726476097,88.24674564158161,0.2138594848166668
4085249,15.125786768925906,9.827846404546513,8.107602805267815,96.6581376493024,91.24351223042146,89.48068718218126,0.21398049698526506
4024574,16.021832421893667,8.420049771025973,5.600364845313718,92.77588655017203,91.57212484032124,87.3572584513073,0.21435468273854175
2219797,24.739453936527724,13.449092547279767,7.379175664429593,93.75488091734562,88.8811591319291,90.93526470680928,0.21472336597005506
7223236,8.000481182484782,6.176516699218859,5.120381099995858,96.28034404500458,97.18010225242942,94.3680444563459,0.21476515830880935
4311125,15.256169190874497,12.346744370730645,7.496129831833149,94.49382030679078,91.92821212266024,90.34151946658358,0.2149749717166628
2001884,14.410353413491656,8.845273897305356,6.930299929753342,91.66835656021512,92.92027588442923,89.35328723604928,0.21503267077809535
7151861,10.326487672242537,8.855154879194815,7.510957328004267,91.31737984694865,92.48502431650314,90.94419576015592,0.21524775627358786
2228309,10.522383351410884,9.061696385542312,7.917452934743806,91.78176412663905,93.09298852308771,90.15046820860069,0.2153041104053376
1513378,23.504678065176176,10.910212415771053,5.710952899032109,93.60882317472937,82.37864017221301,93.82693552676052,0.2156398955055091
4023040,14.941597615083706,9.59867838778657,8.013014452084292,92.03760715503437,92.44653895320002,91.80272886786094,0.2158373446050177
7154350,10.205542540210853,8.788384188302299,6.642671792859916,94.39792759935057,94.53460816533445,95.04460395169535,0.21611878617094016
4021973,29.011367634724227,17.276867460788736,8.548874518719458,92.22443735552932,82.43026632057578,92.76045062118062,0.21638458990654166
4076100,17.897149693321854,9.625196705392602,8.341766664961801,92.00295083728098,93.29206625959557,89.94456063631335,0.2163904032938524
2006339,12.961158547630431,7.647604052946177,4.840165290768151,91.8966652689738,91.34168761339393,90.19343325018545,0.21703570260717456
2019334,10.825101548573667,9.125123104679446,4.596913876507467,93.64127150994301,96.67736484933936,90.8462389012058,0.2170786415927632
2006339,12.862616418917758,7.57012181578585,4.892565148992382,91.80689913384457,91.258067179849,89.89210722086237,0.2171280737723248
1504155,17.946201023553602,9.521644814257423,6.8485698755210525,91.56715066113264,90.46279402773806,91.21504792724909,0.2171333282767772
4118410,15.430055208892922,9.706759336548606,8.230709203665528,92.70736627219574,93.13023955803224,91.80266758767262,0.21855900770591966
4507484,13.005434205631111,11.493058134210354,6.903578429912213,93.00232359082085,91.11274121380589,101.92137965245972,0.21865811674920385
2237504,11.36229448954831,10.015310454623911,9.116437562376104,104.06082303872816,103.81291699940019,100.03978512694972,0.21949446981171014
4072441,12.642096529204693,10.26856587499879,10.059141653461689,101.94060773933019,105.19209542741068,100.43992066453796,0.21951459352701674
2217065,16.586379587783593,7.247823776868901,6.37637111094326,91.61424968419766,91.5652616863666,86.20661656662408,0.2196262779910038
2008134,16.92807687876099,7.731038176478243,6.4919904217478415,93.31070374951473,91.04255642371206,86.90100298886507,0.21985592527422812
7151687,12.27051417754062,9.216024288909637,7.885839578854311,93.32105816074343,93.79702936239691,91.80666881277129,0.21998022384579566
1506229,20.305998499131746,11.014148850284844,5.664582161930616,92.24086518630541,87.26467954646435,90.47837168219091,0.21999107461869144
4068880,10.637367320306415,10.559894088467622,9.770901709649296,102.3417566803137,101.6536418990766,103.98494897970924,0.22056314570597596
4026251,20.39049761296028,16.72041969434748,8.944321126735892,91.4322371966502,90.5511909872478,93.03536771787022,0.2208720510648896
4067006,14.901799089826694,10.24496549197361,8.657639004308493,97.778264786861,93.71590846807385,90.30800626623028,0.22166182592592198
2016752,11.933438923787108,10.485583460635414,9.216877133893242,91.85569094596573,90.90371872850183,90.12520934785212,0.22229615109342002
1100334,15.69153399504438,11.918265120499377,6.003354062547384,91.44426820511337,90.04968995078261,90.84758832564688,0.22252041369544007
4031110,15.326926547850816,12.5663529671279,6.984669185053587,95.34778350551214,92.03596085213388,91.23598966315329,0.22254532513488004
2235926,21.38438244571642,11.177040956455118,6.9869356271745495,95.50018883289763,92.63452819064496,90.580445133317,0.22269445602991492
1506353,12.050056320271285,9.762844041502943,8.521225280358244,98.49683527137684,98.80907406014086,97.04574353428355,0.22349659017030107
4024969,11.070782124975173,9.702274557812624,7.253693411447976,94.11802547730184,93.92787056124456,96.8810246113927,0.22378125716828495
4101361,19.181704926623215,7.791800860202518,6.15091597148453,94.65485891927804,90.93430903632382,88.49073581022505,0.2239713363143204
4080422,18.86576787980266,15.292135482095924,6.516479916929563,93.91208874445746,88.96614325159939,89.86422228171561,0.22404046756636292
1503185,15.741593094604745,11.002220278044094,5.50287974370057,91.41558404099115,90.61128825190498,90.89495967915134,0.22473237252953376
2230631,14.536170466149247,9.92358691727497,8.993382776520098,92.76292749882639,92.28595042066732,92.34094762381572,0.22482849104299946
1508815,16.907941608116865,9.491400646235226,5.355447113590846,91.01512239829023,89.17947034960955,88.1818725306983,0.22491840875746366
